study_name,dataset_name,variable_name,concept_name,description
soep-core,qpequiv,ieret00,_pequiv_ieret,
soep-core,qpequiv,imaty00,_pequiv_imaty,
soep-core,qpequiv,istuy00,_pequiv_istuy,
soep-core,qpequiv,imilt00,_pequiv_imilt,
soep-core,qpequiv,ialim00,_pequiv_ialim,
soep-core,qpequiv,ielse00,_pequiv_ielse,
soep-core,qpequiv,icomp00,_pequiv_icomp,
soep-core,qpequiv,iprvp00,_pequiv_iprvp,
soep-core,qpequiv,i13ly00,_pequiv_i13ly,
soep-core,qpequiv,i14ly00,_pequiv_i14ly,
soep-core,qpequiv,ixmas00,_pequiv_ixmas,
soep-core,qpequiv,iholy00,_pequiv_iholy,
soep-core,qpequiv,igray00,_pequiv_igray,
soep-core,qpequiv,iothy00,_pequiv_iothy,
soep-core,qpequiv,igrv100,_pequiv_igrv1,
soep-core,qpequiv,igrv200,_pequiv_igrv2,
soep-core,qpequiv,renty00,_pequiv_renty,
soep-core,qpequiv,opery00,_pequiv_opery,
soep-core,qpequiv,divdy00,_pequiv_divdy,
soep-core,qpequiv,chspt00,_pequiv_chspt,
soep-core,qpequiv,house00,_pequiv_house,
soep-core,qpequiv,nursh00,_pequiv_nursh,
soep-core,qpequiv,subst00,_pequiv_subst,
soep-core,qpequiv,sphlp00,_pequiv_sphlp,
soep-core,qpequiv,hsup00,_pequiv_hsup,
soep-core,qpequiv,fjob100,_pequiv_fjob1,
soep-core,qpequiv,fjob200,_pequiv_fjob2,
soep-core,qpequiv,fself00,_pequiv_fself,
soep-core,qpequiv,funby00,_pequiv_funby,
soep-core,qpequiv,foldy00,_pequiv_foldy,
soep-core,qpequiv,fwidy00,_pequiv_fwidy,
soep-core,qpequiv,funay00,_pequiv_funay,
soep-core,qpequiv,fsuby00,_pequiv_fsuby,
soep-core,qpequiv,feret00,_pequiv_feret,
soep-core,qpequiv,fmaty00,_pequiv_fmaty,
soep-core,qpequiv,fstuy00,_pequiv_fstuy,
soep-core,qpequiv,fmilt00,_pequiv_fmilt,
soep-core,qpequiv,falim00,_pequiv_falim,
soep-core,qpequiv,fcomp00,_pequiv_fcomp,
soep-core,qpequiv,felse00,_pequiv_felse,
soep-core,qpequiv,fprvp00,_pequiv_fprvp,
soep-core,qpequiv,f13ly00,_pequiv_f13ly,
soep-core,qpequiv,f14ly00,_pequiv_f14ly,
soep-core,qpequiv,fxmas00,_pequiv_fxmas,
soep-core,qpequiv,fholy00,_pequiv_fholy,
soep-core,qpequiv,fgray00,_pequiv_fgray,
soep-core,qpequiv,fothy00,_pequiv_fothy,
soep-core,qpequiv,fgrv100,_pequiv_fgrv1,
soep-core,qpequiv,fgrv200,_pequiv_fgrv2,
soep-core,qpequiv,frenty00,_pequiv_frenty,
soep-core,qpequiv,fopery00,_pequiv_fopery,
soep-core,qpequiv,fchspt00,_pequiv_fchspt,
soep-core,qpequiv,fdivdy00,_pequiv_fdivdy,
soep-core,qpequiv,fhouse00,_pequiv_fhouse,
soep-core,qpequiv,fnursh00,_pequiv_fnursh,
soep-core,qpequiv,fsubst00,_pequiv_fsubst,
soep-core,qpequiv,fsphlp00,_pequiv_fsphlp,
soep-core,qpequiv,fhsup00,_pequiv_fhsup,
soep-core,qpequiv,ismp100,_pequiv_ismp1,
soep-core,qpequiv,iciv100,_pequiv_iciv1,
soep-core,qpequiv,iwar100,_pequiv_iwar1,
soep-core,qpequiv,iagr100,_pequiv_iagr1,
soep-core,qpequiv,iguv100,_pequiv_iguv1,
soep-core,qpequiv,ivbl100,_pequiv_ivbl1,
soep-core,qpequiv,icom100,_pequiv_icom1,
soep-core,qpequiv,iprv100,_pequiv_iprv1,
soep-core,qpequiv,ison100,_pequiv_ison1,
soep-core,qpequiv,ismp200,_pequiv_ismp2,
soep-core,qpequiv,iciv200,_pequiv_iciv2,
soep-core,qpequiv,iwar200,_pequiv_iwar2,
soep-core,qpequiv,iagr200,_pequiv_iagr2,
soep-core,qpequiv,iguv200,_pequiv_iguv2,
soep-core,qpequiv,ivbl200,_pequiv_ivbl2,
soep-core,qpequiv,icom200,_pequiv_icom2,
soep-core,qpequiv,ison200,_pequiv_ison2,
soep-core,qpequiv,iprv200,_pequiv_iprv2,
soep-core,qpequiv,m1110100,_pequiv_m11101,
soep-core,qpequiv,m1110200,_pequiv_m11102,
soep-core,qpequiv,m1110300,_pequiv_m11103,
soep-core,qpequiv,m1110400,_pequiv_m11104,
soep-core,qpequiv,m1110500,_pequiv_m11105,
soep-core,qpequiv,m1110600,_pequiv_m11106,
soep-core,qpequiv,m1110700,_pequiv_m11107,
soep-core,qpequiv,m1110800,_pequiv_m11108,
soep-core,qpequiv,m1110900,_pequiv_m11109,
soep-core,qpequiv,m1111000,_pequiv_m11110,
soep-core,qpequiv,m1111100,_pequiv_m11111,
soep-core,qpequiv,m1111200,_pequiv_m11112,
soep-core,qpequiv,m1111300,_pequiv_m11113,
soep-core,qpequiv,m1111400,_pequiv_m11114,
soep-core,qpequiv,m1111500,_pequiv_m11115,
soep-core,qpequiv,m1111600,_pequiv_m11116,
soep-core,qpequiv,m1111700,_pequiv_m11117,
soep-core,qpequiv,m1111800,_pequiv_m11118,
soep-core,qpequiv,m1111900,_pequiv_m11119,
soep-core,qpequiv,m1112000,_pequiv_m11120,
soep-core,qpequiv,m1112100,_pequiv_m11121,
soep-core,qpequiv,m1112200,_pequiv_m11122,
soep-core,qpequiv,m1112300,_pequiv_m11123,
soep-core,qpequiv,m1112400,_pequiv_m11124,
soep-core,qpequiv,m1112500,_pequiv_m11125,
soep-core,qpequiv,m1112600,_pequiv_m11126,
soep-core,qpequiv,m1112700,_pequiv_m11127,
soep-core,qpequiv,d11112ll,_pequiv_d11112ll,
soep-core,qpequiv,ssold00,_pequiv_ssold,
soep-core,qpequiv,lossr00,_pequiv_lossr,
soep-core,qpequiv,lossc00,_pequiv_lossc,
soep-core,qpequiv,fssold00,_pequiv_fssold,
soep-core,qpequiv,flossr00,_pequiv_flossr,
soep-core,qpequiv,flossc00,_pequiv_flossc,
soep-core,qpequiv,itray00,_pequiv_itray,
soep-core,qpequiv,ftray00,_pequiv_ftray,
soep-core,qpequiv,idemy00,_pequiv_idemy,
soep-core,qpequiv,fdemy00,_pequiv_fdemy,
soep-core,qpequiv,alg200,_pequiv_alg2,
soep-core,qpequiv,falg200,_pequiv_falg2,
soep-core,qpequiv,p1110100,_pequiv_p11101,
soep-core,qpequiv,adchb00,_pequiv_adchb,
soep-core,qpequiv,fadchb00,fadchb,
soep-core,qpequiv,iachm00,_pequiv_iachm,
soep-core,qpequiv,fachm00,_pequiv_fachm,
soep-core,qpequiv,chsub00,chsub,
soep-core,qpequiv,fchsub00,fchsub,
soep-core,qpequiv,ichsu00,_pequiv_ichsu,
soep-core,qpequiv,fchsu00,_pequiv_fchsu,
soep-core,qpequiv,ispou00,_pequiv_ispou,
soep-core,qpequiv,fspou00,_pequiv_fspou,
soep-core,qpequiv,irie100,_pequiv_irie1,
soep-core,qpequiv,irie200,_pequiv_irie2,
soep-core,qpequiv,kidy00,,
soep-core,qpequiv,fkidy00,,
soep-core,qpequiv,iwith00,,
soep-core,qpequiv,fwith00,,
soep-core,qpequiv,iaus100,,
soep-core,qpequiv,iaus200,,
soep-core,qpequiv,asyl00,,
soep-core,qpequiv,edupac00,,
soep-core,qpequiv,fasyl00,,
soep-core,qpequiv,fedupac00,,
soep-core,qpequiv,ilib100,,
soep-core,qpequiv,ilib200,,
soep-core,qpgen,hhnr,_cid,
soep-core,qpgen,hhnrakt,_hid,
soep-core,qpgen,persnr,_pid,
soep-core,qpgen,syear,_syear,
soep-core,qpgen,cid,_cid,
soep-core,qpgen,qhhnr,_hid,
soep-core,qpgen,hid,_hid,
soep-core,qpgen,pid,_pid,
soep-core,qpgen,nation00,_pgen_pgnation,
soep-core,qpgen,partnr00,_pgen_pgpartnr,
soep-core,qpgen,partz00,_pgen_pgpartz,
soep-core,qpgen,qfamstd,_pgen_pgfamstd,
soep-core,qpgen,labgro00,_pgen_pglabgro,
soep-core,qpgen,impgro00,_pgen_pgimpgro,
soep-core,qpgen,labnet00,_pgen_pglabnet,
soep-core,qpgen,impnet00,_pgen_pgimpnet,
soep-core,qpgen,sndjob00,_pgen_pgsndjob,
soep-core,qpgen,impsnd00,_pgen_pgimpsnd,
soep-core,qpgen,stib00,_pgen_pgstib,
soep-core,qpgen,emplst00,_pgen_pgemplst,
soep-core,qpgen,lfs00,_pgen_pglfs,
soep-core,qpgen,jobch00,_pgen_pgjobch,
soep-core,qpgen,isco88_00,_pgen_pgis88,
soep-core,qpgen,isco08_00,_pgen_pgisco08,
soep-core,qpgen,isei88_00,_pgen_pgisei,
soep-core,qpgen,kldb92_00,_pgen_pgklas,
soep-core,qpgen,kldb2010_00,_pgen_pgkldb10,
soep-core,qpgen,siops08_00,,
soep-core,qpgen,isei08_00,,
soep-core,qpgen,egp08_00,,
soep-core,qpgen,mps08_00,,
soep-core,qpgen,mps92_00,_pgen_pgmps,
soep-core,qpgen,siops88_00,_pgen_pgsiops,
soep-core,qpgen,egp88_00,_pgen_pgegp,
soep-core,qpgen,erljob00,_pgen_pgerljob,
soep-core,qpgen,ausb00,_pgen_pgausb,
soep-core,qpgen,qerwzeit,_pgen_pgerwzt,
soep-core,qpgen,qtatzeit,_pgen_pgtatzt,
soep-core,qpgen,qvebzeit,_pgen_pgvebzt,
soep-core,qpgen,quebstd,_pgen_pguebstd,
soep-core,qpgen,oeffd00,_pgen_pgoeffd,
soep-core,qpgen,nace00,_pgen_pgnace,
soep-core,qpgen,betr00,_pgen_pgbetr,
soep-core,qpgen,allbet00,_pgen_pgallbet,
soep-core,qpgen,jobend00,_pgen_pgjobend,
soep-core,qpgen,expft00,_pgen_pgexpft,
soep-core,qpgen,exppt00,_pgen_pgexppt,
soep-core,qpgen,expue00,_pgen_pgexpue,
soep-core,qpgen,isced97_00,_pgen_pgisced97,
soep-core,qpgen,isced11_00,_pgen_pgisced11,
soep-core,qpgen,casmin00,_pgen_pgcasmin,
soep-core,qpgen,qbilzeit,_pgen_pgbilzt,
soep-core,qpgen,qpsbil,_pgen_pgsbil,
soep-core,qpgen,qpbbil01,_pgen_pgbbil01,
soep-core,qpgen,qpbbil02,_pgen_pgbbil02,
soep-core,qpgen,qpbbil03,_pgen_pgbbil03,
soep-core,qpgen,qpsbilo,_pgen_pgsbilo,
soep-core,qpgen,qpbbilo,_pgen_pgbbilo,
soep-core,qpgen,qpsbila,_pgen_pgsbila,
soep-core,qpgen,qpbbila,_pgen_pgbbila,
soep-core,qpgen,field00,_pgen_pgfield,
soep-core,qpgen,degree00,_pgen_pgdegree,
soep-core,qpgen,traina00,_pgen_pgtraina,
soep-core,qpgen,trainb00,_pgen_pgtrainb,
soep-core,qpgen,trainc00,_pgen_pgtrainc,
soep-core,qpgen,traind00,_pgen_pgtraind,
soep-core,qpgen,fdt_f00,_pgen_pgfdt_f,
soep-core,qpgen,bilztch00,_pgen_pgbilztch,
soep-core,qpgen,bilztev00,_pgen_pgbilztev,
soep-core,qpgen,month00,_pgen_pgmonth,
soep-core,qpgen,mode00,_pgen_pgmode,
soep-core,qpgen,nace2_00,,
soep-core,qpgen,sndjob200,,
soep-core,qpgen,honor200,,
soep-core,qpgen,honor100,,
soep-core,qpgen,sndtyp300,,
soep-core,qpgen,impsnd200,,
soep-core,qpgen,sndjob300,,
soep-core,qpgen,sndjob100,,
soep-core,qpgen,impsnd300,,
soep-core,qpgen,honor300,,
soep-core,qpgen,sndtyp100,,
soep-core,qpgen,sndtyp200,,
soep-core,qpgen,impsnd100,,
soep-core,qpkal,cid,_cid,
soep-core,qpkal,hid,_hid,
soep-core,qpkal,pid,_pid,
soep-core,qpkal,syear,_syear,
soep-core,qpkal,hhnr,_cid,
soep-core,qpkal,qhhnr,_hid,
soep-core,qpkal,hhnrakt,_hid,
soep-core,qpkal,persnr,_pid,
soep-core,qpkal,qp1a01,kal1a01,
soep-core,qpkal,qp1a02,kal1a02,
soep-core,qpkal,qp1b01,kal1b01,
soep-core,qpkal,qp1b02,kal1b02,
soep-core,qpkal,qp1c01,kal1c01,
soep-core,qpkal,qp1c02,kal1c02,
soep-core,qpkal,qp1d01,kal1d01,
soep-core,qpkal,qp1d02,kal1d02,
soep-core,qpkal,qp1e01,kal1e01,
soep-core,qpkal,qp1e02,kal1e02,
soep-core,qpkal,qp1f01,kal1f01,
soep-core,qpkal,qp1f02,kal1f02,
soep-core,qpkal,qp1g01,kal1g01,
soep-core,qpkal,qp1g02,kal1g02,
soep-core,qpkal,qp1h01,kal1h01,
soep-core,qpkal,qp1h02,kal1h02,
soep-core,qpkal,qp1i01,kal1i01,
soep-core,qpkal,qp1i02,kal1i02,
soep-core,qpkal,qp1j01,kal1j01,
soep-core,qpkal,qp1j02,kal1j02,
soep-core,qpkal,qp1m01,kal1m01,
soep-core,qpkal,qp1m02,kal1m02,
soep-core,qpkal,qp1a001,kal1a001,
soep-core,qpkal,qp1a002,kal1a002,
soep-core,qpkal,qp1a003,kal1a003,
soep-core,qpkal,qp1a004,kal1a004,
soep-core,qpkal,qp1a005,kal1a005,
soep-core,qpkal,qp1a006,kal1a006,
soep-core,qpkal,qp1a007,kal1a007,
soep-core,qpkal,qp1a008,kal1a008,
soep-core,qpkal,qp1a009,kal1a009,
soep-core,qpkal,qp1a010,kal1a010,
soep-core,qpkal,qp1a011,kal1a011,
soep-core,qpkal,qp1a012,kal1a012,
soep-core,qpkal,qp1b001,kal1b001,
soep-core,qpkal,qp1b002,kal1b002,
soep-core,qpkal,qp1b003,kal1b003,
soep-core,qpkal,qp1b004,kal1b004,
soep-core,qpkal,qp1b005,kal1b005,
soep-core,qpkal,qp1b006,kal1b006,
soep-core,qpkal,qp1b007,kal1b007,
soep-core,qpkal,qp1b008,kal1b008,
soep-core,qpkal,qp1b009,kal1b009,
soep-core,qpkal,qp1b010,kal1b010,
soep-core,qpkal,qp1b011,kal1b011,
soep-core,qpkal,qp1b012,kal1b012,
soep-core,qpkal,qp1c001,kal1c001,
soep-core,qpkal,qp1c002,kal1c002,
soep-core,qpkal,qp1c003,kal1c003,
soep-core,qpkal,qp1c004,kal1c004,
soep-core,qpkal,qp1c005,kal1c005,
soep-core,qpkal,qp1c006,kal1c006,
soep-core,qpkal,qp1c007,kal1c007,
soep-core,qpkal,qp1c008,kal1c008,
soep-core,qpkal,qp1c009,kal1c009,
soep-core,qpkal,qp1c010,kal1c010,
soep-core,qpkal,qp1c011,kal1c011,
soep-core,qpkal,qp1c012,kal1c012,
soep-core,qpkal,qp1d001,kal1d001,
soep-core,qpkal,qp1d002,kal1d002,
soep-core,qpkal,qp1d003,kal1d003,
soep-core,qpkal,qp1d004,kal1d004,
soep-core,qpkal,qp1d005,kal1d005,
soep-core,qpkal,qp1d006,kal1d006,
soep-core,qpkal,qp1d007,kal1d007,
soep-core,qpkal,qp1d008,kal1d008,
soep-core,qpkal,qp1d009,kal1d009,
soep-core,qpkal,qp1d010,kal1d010,
soep-core,qpkal,qp1d011,kal1d011,
soep-core,qpkal,qp1d012,kal1d012,
soep-core,qpkal,qp1e001,kal1e001,
soep-core,qpkal,qp1e002,kal1e002,
soep-core,qpkal,qp1e003,kal1e003,
soep-core,qpkal,qp1e004,kal1e004,
soep-core,qpkal,qp1e005,kal1e005,
soep-core,qpkal,qp1e006,kal1e006,
soep-core,qpkal,qp1e007,kal1e007,
soep-core,qpkal,qp1e008,kal1e008,
soep-core,qpkal,qp1e009,kal1e009,
soep-core,qpkal,qp1e010,kal1e010,
soep-core,qpkal,qp1e011,kal1e011,
soep-core,qpkal,qp1e012,kal1e012,
soep-core,qpkal,qp1f001,kal1f001,
soep-core,qpkal,qp1f002,kal1f002,
soep-core,qpkal,qp1f003,kal1f003,
soep-core,qpkal,qp1f004,kal1f004,
soep-core,qpkal,qp1f005,kal1f005,
soep-core,qpkal,qp1f006,kal1f006,
soep-core,qpkal,qp1f007,kal1f007,
soep-core,qpkal,qp1f008,kal1f008,
soep-core,qpkal,qp1f009,kal1f009,
soep-core,qpkal,qp1f010,kal1f010,
soep-core,qpkal,qp1f011,kal1f011,
soep-core,qpkal,qp1f012,kal1f012,
soep-core,qpkal,qp1g001,kal1g001,
soep-core,qpkal,qp1g002,kal1g002,
soep-core,qpkal,qp1g003,kal1g003,
soep-core,qpkal,qp1g004,kal1g004,
soep-core,qpkal,qp1g005,kal1g005,
soep-core,qpkal,qp1g006,kal1g006,
soep-core,qpkal,qp1g007,kal1g007,
soep-core,qpkal,qp1g008,kal1g008,
soep-core,qpkal,qp1g009,kal1g009,
soep-core,qpkal,qp1g010,kal1g010,
soep-core,qpkal,qp1g011,kal1g011,
soep-core,qpkal,qp1g012,kal1g012,
soep-core,qpkal,qp1h001,kal1h001,
soep-core,qpkal,qp1h002,kal1h002,
soep-core,qpkal,qp1h003,kal1h003,
soep-core,qpkal,qp1h004,kal1h004,
soep-core,qpkal,qp1h005,kal1h005,
soep-core,qpkal,qp1h006,kal1h006,
soep-core,qpkal,qp1h007,kal1h007,
soep-core,qpkal,qp1h008,kal1h008,
soep-core,qpkal,qp1h009,kal1h009,
soep-core,qpkal,qp1h010,kal1h010,
soep-core,qpkal,qp1h011,kal1h011,
soep-core,qpkal,qp1h012,kal1h012,
soep-core,qpkal,qp1i001,kal1i001,
soep-core,qpkal,qp1i002,kal1i002,
soep-core,qpkal,qp1i003,kal1i003,
soep-core,qpkal,qp1i004,kal1i004,
soep-core,qpkal,qp1i005,kal1i005,
soep-core,qpkal,qp1i006,kal1i006,
soep-core,qpkal,qp1i007,kal1i007,
soep-core,qpkal,qp1i008,kal1i008,
soep-core,qpkal,qp1i009,kal1i009,
soep-core,qpkal,qp1i010,kal1i010,
soep-core,qpkal,qp1i011,kal1i011,
soep-core,qpkal,qp1i012,kal1i012,
soep-core,qpkal,qp1j001,kal1j001,
soep-core,qpkal,qp1j002,kal1j002,
soep-core,qpkal,qp1j003,kal1j003,
soep-core,qpkal,qp1j004,kal1j004,
soep-core,qpkal,qp1j005,kal1j005,
soep-core,qpkal,qp1j006,kal1j006,
soep-core,qpkal,qp1j007,kal1j007,
soep-core,qpkal,qp1j008,kal1j008,
soep-core,qpkal,qp1j009,kal1j009,
soep-core,qpkal,qp1j010,kal1j010,
soep-core,qpkal,qp1j011,kal1j011,
soep-core,qpkal,qp1j012,kal1j012,
soep-core,qpkal,qp1m001,kal1m001,
soep-core,qpkal,qp1m002,kal1m002,
soep-core,qpkal,qp1m003,kal1m003,
soep-core,qpkal,qp1m004,kal1m004,
soep-core,qpkal,qp1m005,kal1m005,
soep-core,qpkal,qp1m006,kal1m006,
soep-core,qpkal,qp1m007,kal1m007,
soep-core,qpkal,qp1m008,kal1m008,
soep-core,qpkal,qp1m009,kal1m009,
soep-core,qpkal,qp1m010,kal1m010,
soep-core,qpkal,qp1m011,kal1m011,
soep-core,qpkal,qp1m012,kal1m012,
soep-core,qpkal,qp2a01,kal2a01,
soep-core,qpkal,qp2a02,kal2a02,
soep-core,qpkal,qp2a03,kal2a03,
soep-core,qpkal,qp2a04,kal2a04,
soep-core,qpkal,qp2b01,kal2b01,
soep-core,qpkal,qp2b02,kal2b02,
soep-core,qpkal,qp2b03,kal2b03,
soep-core,qpkal,qp2b04,kal2b04,
soep-core,qpkal,qp2c01,kal2c01,
soep-core,qpkal,qp2c02,kal2c02,
soep-core,qpkal,qp2c03,kal2c03,
soep-core,qpkal,qp2d01,kal2d01,
soep-core,qpkal,qp2d02,kal2d02,
soep-core,qpkal,qp2d03,kal2d03,
soep-core,qpkal,qp2e01,kal2e01,
soep-core,qpkal,qp2e02,kal2e02,
soep-core,qpkal,qp2e03,kal2e03,
soep-core,qpkal,qp2f01,kal2f01,
soep-core,qpkal,qp2f02,kal2f02,
soep-core,qpkal,qp2f03,kal2f03,
soep-core,qpkal,qp2g01,kal2g01,
soep-core,qpkal,qp2g02,kal2g02,
soep-core,qpkal,qp2g03,kal2g03,
soep-core,qpkal,qp2h01,kal2h01,
soep-core,qpkal,qp2h02,kal2h02,
soep-core,qpkal,qp2h03,kal2h03,
soep-core,qpkal,qp2i01,kal2i01,
soep-core,qpkal,qp2i02,kal2i02,
soep-core,qpkal,qp2i03,kal2i03,
soep-core,qpkal,qp2j01,kal2j01,
soep-core,qpkal,qp2j02,kal2j02,
soep-core,qpkal,qp2j03,kal2j03,
soep-core,qpkal,qp2k01,kal2k01,
soep-core,qpkal,qp2k02,kal2k02,
soep-core,qpkal,qp2k03,kal2k03,
soep-core,qpkal,qp2l01,kal2l01,
soep-core,qpkal,qp2l02,kal2l02,
soep-core,qpkal,qp2l03,kal2l03,
soep-core,qpkal,qp2m01,kal2m01,
soep-core,qpkal,qp2m02,kal2m02,
soep-core,qpkal,qp2m03,kal2m03,
soep-core,qpkal,qp2n01,kal2n01,
soep-core,qpluecke,hhnr,_cid,
soep-core,qpluecke,hhnrakt,_hid,
soep-core,qpluecke,persnr,_pid,
soep-core,qpluecke,cid,_cid,
soep-core,qpluecke,syear,_syear,
soep-core,qpluecke,qhhnr,,
soep-core,qpluecke,hid,_hid,
soep-core,qpluecke,pid,_pid,
soep-core,qpluecke,qbefrper,,
soep-core,qpluecke,hhnrold,,
soep-core,qpluecke,qnrold,,
soep-core,qpluecke,qp7501,,
soep-core,qpluecke,qp7502,,
soep-core,qpluecke,qp7503,,
soep-core,qpluecke,qp7504,,
soep-core,qpluecke,qp7505,,
soep-core,qpluecke,qp7506,,
soep-core,qpluecke,qp7507,,
soep-core,qpluecke,qp7508,,
soep-core,qpluecke,qp7509,,
soep-core,qpluecke,qp7510,,
soep-core,qpluecke,qp7511,,
soep-core,qpluecke,qp69,,
soep-core,qpluecke,qp7001,,
soep-core,qpluecke,qp72,,
soep-core,qpluecke,qp7101,,
soep-core,qpluecke,qp7102,,
soep-core,qpluecke,qp76f01,,
soep-core,qpluecke,qp76f02,,
soep-core,qpluecke,qp76g01,,
soep-core,qpluecke,qp76g02,,
soep-core,qpluecke,qp76h01,,
soep-core,qpluecke,qp76h02,,
soep-core,qpluecke,qp76k01,,
soep-core,qpluecke,qp76k02,,
soep-core,qpluecke,qp6701,,
soep-core,qpluecke,qp6702,,
soep-core,qpluecke,qp6801,,
soep-core,qpluecke,qp6802,,
soep-core,qpluecke,qp6803,,
soep-core,qpluecke,qp6804,,
soep-core,qpluecke,qp6805,,
soep-core,qpluecke,qp6806,,
soep-core,qpluecke,qp6807,,
soep-core,qpluecke,qp13901,,
soep-core,qpluecke,qp13902,,
soep-core,qpluecke,qp14202,,
soep-core,qpluecke,qp14205,,
soep-core,qpluecke,qp14208,,
soep-core,qpluecke,qp14211,,
soep-core,qpluecke,qp14214,,
soep-core,qpluecke,qp14217,,
soep-core,qpluecke,qp14220,,
soep-core,qpluecke,qp14223,,
soep-core,qpluecke,qp14225,,
soep-core,qpluecke,qpinta,,
soep-core,qpluecke,qpdauer1,,
soep-core,qpluecke,qptagin,,
soep-core,qpluecke,qpdauer2,,
soep-core,qpluecke,qp6806_klba88,,
soep-core,qpluecke,qpmonin,,
soep-core,qpluecke,qp6806_kldb92,,
soep-core,qpluecke,qp6806_isco88,,
soep-core,qpluecke,intid,,
soep-core,refugspell,hhnr,_cid,
soep-core,refugspell,sample1,sample1,
soep-core,refugspell,cid,_cid,
soep-core,refugspell,pid,_pid,
soep-core,refugspell,persnr,_pid,
soep-core,refugspell,stype,,
soep-core,refugspell,mignr,,
soep-core,refugspell,nspells,,
soep-core,refugspell,migfilter,,
soep-core,refugspell,country,,
soep-core,refugspell,starty,,
soep-core,refugspell,startmo,,
soep-core,refugspell,starty_imp,,
soep-core,refugspell,startmo_imp,,
soep-core,refugspell,start,,
soep-core,refugspell,end,,
soep-core,refugspell,staytime,,
soep-core,refugspell,rexit,,
soep-core,refugspell,move,,
soep-core,refugspell,nmtype,,
soep-core,refugspell,tcountry,,
soep-core,refugspell,bcountry,,
soep-core,refugspell,lastmig_refug,,
soep-core,refugspell,lastmig,,
soep-core,refugspell,lastmig_imp,,
soep-core,refugspell,f_startmo_imp,,
soep-core,refugspell,f_starty_imp,,
soep-core,refugspell,f_birthdate_corr,,
soep-core,refugspell,f_short,,
soep-core,refugspell,f_bio_corr,,
soep-core,refugspell,f_bcountry_iffy,,
soep-core,refugspell,intyear,,
soep-core,refugspell,censor,,
soep-core,refugspell,censor_imp,,
soep-core,rh,hhnr,_cid,
soep-core,rh,hid,_hid,
soep-core,rh,syear,_syear,
soep-core,rh,cid,_cid,
soep-core,rh,rhhnr,_hid,
soep-core,rh,hhnrakt,_hid,
soep-core,rh,welle,jahr,
soep-core,rh,sample1,sample1,
soep-core,rh,rausku,pnr,
soep-core,rh,rh01,hvj,
soep-core,rh,rh02,hew1,
soep-core,rh,rh0301,hew2,
soep-core,rh,rh0302,hew3,
soep-core,rh,rh0303,hew2a,
soep-core,rh,rh0304,hew4,
soep-core,rh,rh0305,hew6,
soep-core,rh,rh04,humb,
soep-core,rh,rh0501,hwm,
soep-core,rh,rh0502,hwj,
soep-core,rh,rh06,hmiet,
soep-core,rh,rh07,hew2,
soep-core,rh,rh08,hhtyp,
soep-core,rh,rh09,hheim,
soep-core,rh,rh1001,humz01,
soep-core,rh,rh1002,humz02,
soep-core,rh,rh1003,humz03,
soep-core,rh,rh1004,humz04,
soep-core,rh,rh1005,humz05,
soep-core,rh,rh1006,humz06,
soep-core,rh,rh1007,humz07,
soep-core,rh,rh1008,humz08,
soep-core,rh,rh1009,humz09,
soep-core,rh,rh1010,humz10,
soep-core,rh,rh1011,humz11,
soep-core,rh,rh1012,humz12,
soep-core,rh,rh1013,humz13,
soep-core,rh,rh1014,humz14,
soep-core,rh,rh1106,hwohn06,
soep-core,rh,rh13,hwohn09,
soep-core,rh,rh1101,hwohn01,
soep-core,rh,rh1104,hwohn04,
soep-core,rh,rh1103,hwohn03,
soep-core,rh,rh1015,humz15,
soep-core,rh,rh1401,hwohn10,
soep-core,rh,rh1102,hwohn02,
soep-core,rh,rh12,hwohn08,
soep-core,rh,rh1105,hwohn05,
soep-core,rh,rh1107,hwohn07,
soep-core,rh,rh1402,hwohn11,
soep-core,rh,rh1403,hwohn12,
soep-core,rh,rh1404,hwohn13,
soep-core,rh,rh1405,hwohn14,
soep-core,rh,rh1406,hwohn15,
soep-core,rh,rh1407,hwohn16,
soep-core,rh,rh1408,hwohn17,
soep-core,rh,rh15,hqm,
soep-core,rh,rh16,hraum,
soep-core,rh,rh17,hzus,
soep-core,rh,rh1801,hbau1,
soep-core,rh,rh1802,hbau2,
soep-core,rh,rh1803,hbau3,
soep-core,rh,rh1804,hbau4,
soep-core,rh,rh1805,hbau5,
soep-core,rh,rh1806,hbau6,
soep-core,rh,rh19,hbau7,
soep-core,rh,rh20,hbau8,
soep-core,rh,rh21,hgr,
soep-core,rh,rh22,hm01,
soep-core,rh,rh23,hm02,
soep-core,rh,rh24,hm03,
soep-core,rh,rh2501,hm04,
soep-core,rh,rh2502,hm05,
soep-core,rh,rh26,hm06,
soep-core,rh,rh2702,hm08,
soep-core,rh,rh2701,hm07,
soep-core,rh,rh2801,hm09,
soep-core,rh,rh2803,hm11,
soep-core,rh,rh2802,hm10,
soep-core,rh,rh29,hm12,
soep-core,rh,rh30,hm13,
soep-core,rh,rh31,he01,
soep-core,rh,rh32,he02,
soep-core,rh,rh33,he03,
soep-core,rh,rh34,he04,
soep-core,rh,rh35,he05,
soep-core,rh,rh3601,he06,
soep-core,rh,rh3602,he07,
soep-core,rh,rh37,he08,
soep-core,rh,rh3801,he09,
soep-core,rh,rh3802,he10,
soep-core,rh,rh3901,he11,
soep-core,rh,rh3902,he12,
soep-core,rh,rh3903,he13,
soep-core,rh,rh3904,he14,
