study_name,dataset_name,variable_name,question_name,instrument_name
soep-core,bfh,bfh5004,50,soep-core-2015-hh
soep-core,bfh,bfh5302,53,soep-core-2015-hh
soep-core,bfh,bfh5401,54,soep-core-2015-hh
soep-core,bfh,bfh5402,54,soep-core-2015-hh
soep-core,bfh,bfh5403,54,soep-core-2015-hh
soep-core,bfh,bfh5404,54,soep-core-2015-hh
soep-core,bfh,bfh5405,54,soep-core-2015-hh
soep-core,bfh,bfh5406,54,soep-core-2015-hh
soep-core,bfh,bfh5407,54,soep-core-2015-hh
soep-core,bfh,bfh5408,54,soep-core-2015-hh
soep-core,bfh,bfh5501,55,soep-core-2015-hh
soep-core,bfh,bfh5502,55,soep-core-2015-hh
soep-core,bfh,bfh5503,55,soep-core-2015-hh
soep-core,bfh,bfh5504,55,soep-core-2015-hh
soep-core,bfh,bfh5505,55,soep-core-2015-hh
soep-core,bfh,bfh5506,55,soep-core-2015-hh
soep-core,bfh,bfh5507,55,soep-core-2015-hh
soep-core,bfh,bfh5508,55,soep-core-2015-hh
soep-core,bfh,bfh5509,55,soep-core-2015-hh
soep-core,bfh,bfh5510,55,soep-core-2015-hh
soep-core,bfh,bfh5511,55,soep-core-2015-hh
soep-core,bfh,bfh5512,55,soep-core-2015-hh
soep-core,bfh,bfh5513,55,soep-core-2015-hh
soep-core,bfh,bfh5514,55,soep-core-2015-hh
soep-core,bfh,bfh5515,55,soep-core-2015-hh
soep-core,bfh,bfh5516,55,soep-core-2015-hh
soep-core,bfh,bfh5517,55,soep-core-2015-hh
soep-core,bfh,bfh5518,55,soep-core-2015-hh
soep-core,bfh,bfh5519,55,soep-core-2015-hh
soep-core,bfh,bfh5520,55,soep-core-2015-hh
soep-core,bfh,bfh5521,55,soep-core-2015-hh
soep-core,bfh,bfh5522,55,soep-core-2015-hh
soep-core,bfh,bfh5523,55,soep-core-2015-hh
soep-core,bfh,bfh5524,55,soep-core-2015-hh
soep-core,bfh,bfh5525,55,soep-core-2015-hh
soep-core,bfh,bfh5526,55,soep-core-2015-hh
soep-core,bfh,bfh5527,55,soep-core-2015-hh
soep-core,bfh,bfh5528,55,soep-core-2015-hh
soep-core,bfh,bfh5529,55,soep-core-2015-hh
soep-core,bfh,bfh5530,55,soep-core-2015-hh
soep-core,bfh,bfh5531,55,soep-core-2015-hh
soep-core,bfh,bfh5532,55,soep-core-2015-hh
soep-core,bfh,bfh5533,55,soep-core-2015-hh
soep-core,bfh,bfh5534,55,soep-core-2015-hh
soep-core,bfh,bfh5535,55,soep-core-2015-hh
soep-core,bfh,bfh5536,55,soep-core-2015-hh
soep-core,bfh,bfh5537,55,soep-core-2015-hh
soep-core,bfh,bfh5538,55,soep-core-2015-hh
soep-core,bfh,bfh5539,55,soep-core-2015-hh
soep-core,bfh,bfh5540,55,soep-core-2015-hh
soep-core,bfh,bfh5541,55,soep-core-2015-hh
soep-core,bfh,bfh5542,55,soep-core-2015-hh
soep-core,bfh,bfh5543,55,soep-core-2015-hh
soep-core,bfh,bfh5544,55,soep-core-2015-hh
soep-core,bfh,bfh5545,55,soep-core-2015-hh
soep-core,bfh,bfh5546,55,soep-core-2015-hh
soep-core,bfh,bfh5547,55,soep-core-2015-hh
soep-core,bfh,bfh5548,55,soep-core-2015-hh
soep-core,bfh,bfh5549,55,soep-core-2015-hh
soep-core,bfh,bfh56,56,soep-core-2015-hh
soep-core,bfh,bfh57,57,soep-core-2015-hh
soep-core,bfh,bfh58,58,soep-core-2015-hh
soep-core,bfh,bfh59,59,soep-core-2015-hh
soep-core,bfh,bfh60,60,soep-core-2015-hh
soep-core,bfh,bfh6101,61,soep-core-2015-hh
soep-core,bfh,bfh6102,61,soep-core-2015-hh
soep-core,bfh,bfh6103,61,soep-core-2015-hh
soep-core,bfh,bfh65,65,soep-core-2015-hh
soep-core,bfp,bfp03,3,soep-core-2015-pe
soep-core,bfp,bfp0702,7,soep-core-2015-pe
soep-core,bfp,bfp08,8,soep-core-2015-pe
soep-core,bfp,bfp09,9,soep-core-2015-pe
soep-core,bfp,bfp10101,10,soep-core-2015-pe
soep-core,bfp,bfp103,10,soep-core-2015-pe
soep-core,bfp,bfp10401,10,soep-core-2015-pe
soep-core,bfp,bfp10402,10,soep-core-2015-pe
soep-core,bfp,bfp10403,10,soep-core-2015-pe
soep-core,bfp,bfp10501,10,soep-core-2015-pe
soep-core,bfp,bfp10502,10,soep-core-2015-pe
soep-core,bfp,bfp10503,10,soep-core-2015-pe
soep-core,bfp,bfp112,11,soep-core-2015-pe
soep-core,bfp,bfp114a01m,11,soep-core-2015-pe
soep-core,bfp,bfp114b01m,11,soep-core-2015-pe
soep-core,bfp,bfp114c01m,11,soep-core-2015-pe
soep-core,bfp,bfp11709,11,soep-core-2015-pe
soep-core,bfp,bfp11710,11,soep-core-2015-pe
soep-core,bfp,bfp119,11,soep-core-2015-pe
soep-core,bfp,bfp120,12,soep-core-2015-pe
soep-core,bfp,bfp121,12,soep-core-2015-pe
soep-core,bfp,bfp12201,12,soep-core-2015-pe
soep-core,bfp,bfp12202,12,soep-core-2015-pe
soep-core,bfp,bfp12301,12,soep-core-2015-pe
soep-core,bfp,bfp12302,12,soep-core-2015-pe
soep-core,bfp,bfp124,12,soep-core-2015-pe
soep-core,bfp,bfp12501,12,soep-core-2015-pe
soep-core,bfp,bfp12502,12,soep-core-2015-pe
soep-core,bfp,bfp12601,12,soep-core-2015-pe
soep-core,bfp,bfp12602,12,soep-core-2015-pe
soep-core,bfp,bfp13803,13,soep-core-2015-pe
soep-core,bfp,bfp13804,13,soep-core-2015-pe
soep-core,bfp,bfp14603,14,soep-core-2015-pe
soep-core,bfp,bfp14609,14,soep-core-2015-pe
soep-core,bfp,bfp15501,15,soep-core-2015-pe
soep-core,bfp,bfp15502,15,soep-core-2015-pe
soep-core,bfp,bfp15503,15,soep-core-2015-pe
soep-core,bfp,bfp16601,16,soep-core-2015-pe
soep-core,bfp,bfp16602,16,soep-core-2015-pe
soep-core,bfp,bfp16603,16,soep-core-2015-pe
soep-core,bfp,bfp16604,16,soep-core-2015-pe
soep-core,bfp,bfp16605,16,soep-core-2015-pe
soep-core,bfp,bfp16606,16,soep-core-2015-pe
soep-core,bfp,bfp16607,16,soep-core-2015-pe
soep-core,bfp,bfp16608,16,soep-core-2015-pe
soep-core,bfp,bfp16609,16,soep-core-2015-pe
soep-core,bfp,bfp16610,16,soep-core-2015-pe
soep-core,bfp,bfp16611,16,soep-core-2015-pe
soep-core,bfp,bfp16612,16,soep-core-2015-pe
soep-core,bfp,bfp16613,16,soep-core-2015-pe
soep-core,bfp,bfp2002,20,soep-core-2015-pe
soep-core,bfp,bfp2107_isco08,21,soep-core-2015-pe
soep-core,bfp,bfp2107_isco88,21,soep-core-2015-pe
soep-core,bfp,bfp2107_kldb2010,21,soep-core-2015-pe
soep-core,bfp,bfp2107_kldb92,21,soep-core-2015-pe
soep-core,bfp,bfp2501,25,soep-core-2015-pe
soep-core,bfp,bfp2502,25,soep-core-2015-pe
soep-core,bfp,bfp2503,25,soep-core-2015-pe
soep-core,bfp,bfp2504,25,soep-core-2015-pe
soep-core,bfp,bfp2505,25,soep-core-2015-pe
soep-core,bfp,bfp2506,25,soep-core-2015-pe
soep-core,bfp,bfp2507,25,soep-core-2015-pe
soep-core,bfp,bfp55_nace2,55,soep-core-2015-pe
soep-core,bfp,bfp5802,58,soep-core-2015-pe
soep-core,bfp,bfp62,62,soep-core-2015-pe
soep-core,bfp,bfp67,67,soep-core-2015-pe
soep-core,bfp,bfp69,69,soep-core-2015-pe
soep-core,bfp,bfp73,73,soep-core-2015-pe
soep-core,bfp,bfp85,85,soep-core-2015-pe
soep-core,bfp,bfp86,86,soep-core-2015-pe
soep-core,bfp,bfp87,87,soep-core-2015-pe
soep-core,bfp,bfp89,89,soep-core-2015-pe
soep-core,bfp,bfp90,90,soep-core-2015-pe
soep-core,bfp,bfp91,91,soep-core-2015-pe
soep-core,bfp,bfp92,92,soep-core-2015-pe
soep-core,bfp,bfp9301,93,soep-core-2015-pe
soep-core,bfp,bfp9302,93,soep-core-2015-pe
soep-core,bfp,bfp9303,93,soep-core-2015-pe
soep-core,bfp,bfp9304,93,soep-core-2015-pe
soep-core,bfp,bfp9305,93,soep-core-2015-pe
soep-core,bfp,bfp94,94,soep-core-2015-pe
soep-core,bfp,bfp95,95,soep-core-2015-pe
soep-core,bfp,bfp9601,96,soep-core-2015-pe
soep-core,bfp,bfp9602,96,soep-core-2015-pe
soep-core,bgh,bgh01,1,soep-core-2016-hh
soep-core,bgh,bgh0601,6,soep-core-2016-hh
soep-core,bgh,bgh1209,12,soep-core-2016-hh
soep-core,bgh,bgh1210,12,soep-core-2016-hh
soep-core,bgh,bgh1213,12,soep-core-2016-hh
soep-core,bgh,bgh18,18,soep-core-2016-hh
soep-core,bgh,bgh19,19,soep-core-2016-hh
soep-core,bgh,bgh20,20,soep-core-2016-hh
soep-core,bgh,bgh21,21,soep-core-2016-hh
soep-core,bgh,bgh2201,22,soep-core-2016-hh
soep-core,bgh,bgh2202,22,soep-core-2016-hh
soep-core,bgh,bgh2302,23,soep-core-2016-hh
soep-core,bgh,bgh2402,24,soep-core-2016-hh
soep-core,bgh,bgh2502,25,soep-core-2016-hh
soep-core,bgh,bgh26,26,soep-core-2016-hh
soep-core,bgh,bgh2701,27,soep-core-2016-hh
soep-core,bgh,bgh2702,27,soep-core-2016-hh
soep-core,bgh,bgh28,28,soep-core-2016-hh
soep-core,bgh,bgh2901,29,soep-core-2016-hh
soep-core,bgh,bgh2902,29,soep-core-2016-hh
soep-core,bgh,bgh30,30,soep-core-2016-hh
soep-core,bgh,bgh35,35,soep-core-2016-hh
soep-core,bgh,bgh37,37,soep-core-2016-hh
soep-core,bgh,bgh39,39,soep-core-2016-hh
soep-core,bgh,bgh41,41,soep-core-2016-hh
soep-core,bgh,bgh43,43,soep-core-2016-hh
soep-core,bgh,bgh47,47,soep-core-2016-hh
soep-core,bgh,bgh49,49,soep-core-2016-hh
soep-core,bgh,bgh56,56,soep-core-2016-hh
soep-core,bgh,bgh57,57,soep-core-2016-hh
soep-core,bgh,bgh58,58,soep-core-2016-hh
soep-core,bgh,bgh59,59,soep-core-2016-hh
soep-core,bgh,bgh60,60,soep-core-2016-hh
soep-core,bgh,bgh61,61,soep-core-2016-hh
soep-core,bgh,bgh6402,64,soep-core-2016-hh
soep-core,bgh,bgh6607,66,soep-core-2016-hh
soep-core,bgh,bgh6608,66,soep-core-2016-hh
soep-core,bgh,bgh6609,66,soep-core-2016-hh
soep-core,bgh,bgh6706,67,soep-core-2016-hh
soep-core,bgh,bgh6707,67,soep-core-2016-hh
soep-core,bgh,bgh6901,69,soep-core-2016-hh
soep-core,bgh,bgh6902,69,soep-core-2016-hh
soep-core,bgh,bgh6903,69,soep-core-2016-hh
soep-core,bgh,bgh6904,69,soep-core-2016-hh
soep-core,bgh,bgh7413,74,soep-core-2016-hh
soep-core,bgh,bgh7414,74,soep-core-2016-hh
soep-core,bgh,bgh7417,74,soep-core-2016-hh
soep-core,bgh,bgh7418,74,soep-core-2016-hh
soep-core,bgh,bgh7419,74,soep-core-2016-hh
soep-core,bgh,bgh7420,74,soep-core-2016-hh
soep-core,bgh,bgh7421,74,soep-core-2016-hh
soep-core,bgh,bgh7422,74,soep-core-2016-hh
soep-core,bgh,bgh7423,74,soep-core-2016-hh
soep-core,bgh,bgh7424,74,soep-core-2016-hh
soep-core,bgh,bgh76,76,soep-core-2016-hh
soep-core,bgh,bgh7703,77,soep-core-2016-hh
soep-core,bgh,bgh7704,77,soep-core-2016-hh
soep-core,bgh,bgh79,79,soep-core-2016-hh
soep-core,bgh,bgh83,83,soep-core-2016-hh
soep-core,bgh,bghm6305,63,soep-core-2016-hh
soep-core,bgh,bghm6306,63,soep-core-2016-hh
soep-core,bgh,bghr01,1,soep-core-2016-hh
soep-core,bgh,bghr02,2,soep-core-2016-hh
soep-core,bgh,bghr04,4,soep-core-2016-hh
soep-core,bgh,bghr05,5,soep-core-2016-hh
soep-core,bgh,bghr14,14,soep-core-2016-hh
soep-core,bgh,bghr18,18,soep-core-2016-hh
soep-core,bgh,bghr19,19,soep-core-2016-hh
soep-core,bgh,bghr20,20,soep-core-2016-hh
soep-core,bgh,bghr21,21,soep-core-2016-hh
soep-core,bgh,bghr22,22,soep-core-2016-hh
soep-core,bgh,bghr23,23,soep-core-2016-hh
soep-core,bgh,bghr24,24,soep-core-2016-hh
soep-core,bgh,bghr25,25,soep-core-2016-hh
soep-core,bgh,bghr2601,26,soep-core-2016-hh
soep-core,bgh,bghr2602,26,soep-core-2016-hh
soep-core,bgh,bghr27,27,soep-core-2016-hh
soep-core,bgh,bghr2801,28,soep-core-2016-hh
soep-core,bgh,bghr2802,28,soep-core-2016-hh
soep-core,bgh,bghr29,29,soep-core-2016-hh
soep-core,bgh,bghr30,30,soep-core-2016-hh
soep-core,bgh,bghr31,31,soep-core-2016-hh
soep-core,bgh,bghr32,32,soep-core-2016-hh
soep-core,bgh,bghr33,33,soep-core-2016-hh
soep-core,bgh,bghr34,34,soep-core-2016-hh
soep-core,bgh,bghr35,35,soep-core-2016-hh
soep-core,bgh,bghr3601,36,soep-core-2016-hh
soep-core,bgh,bghr3602,36,soep-core-2016-hh
soep-core,bgh,bghr37,37,soep-core-2016-hh
soep-core,bgh,bghr39,39,soep-core-2016-hh
soep-core,bgh,bghr40,40,soep-core-2016-hh
soep-core,bgh,bghr6201,62,soep-core-2016-hh
soep-core,bgh,bghr6202,62,soep-core-2016-hh
soep-core,bgh,bghr6203,62,soep-core-2016-hh
soep-core,bgh,bghr6204,62,soep-core-2016-hh
soep-core,bgh,bghr63,63,soep-core-2016-hh
soep-core,bgh,bghr6401,64,soep-core-2016-hh
soep-core,bgh,bghr6402,64,soep-core-2016-hh
soep-core,bgh,bghr65,65,soep-core-2016-hh
soep-core,bgh,bghr66,66,soep-core-2016-hh
soep-core,bgh,bghr67,67,soep-core-2016-hh
soep-core,bgh,bghr79,79,soep-core-2016-hh
soep-core,bgh_refugees,bghr01,1,soep-core-2016-hh
soep-core,bgh_refugees,bghr02,2,soep-core-2016-hh
soep-core,bgh_refugees,bghr04,4,soep-core-2016-hh
soep-core,bgh_refugees,bghr05,5,soep-core-2016-hh
soep-core,bgh_refugees,bghr14,14,soep-core-2016-hh
soep-core,bgh_refugees,bghr17,17,soep-core-2016-hh
soep-core,bgh_refugees,bghr18,18,soep-core-2016-hh
soep-core,bgh_refugees,bghr19,19,soep-core-2016-hh
soep-core,bgh_refugees,bghr20,20,soep-core-2016-hh
soep-core,bgh_refugees,bghr21,21,soep-core-2016-hh
soep-core,bgh_refugees,bghr22,22,soep-core-2016-hh
soep-core,bgh_refugees,bghr23,23,soep-core-2016-hh
soep-core,bgh_refugees,bghr24,24,soep-core-2016-hh
soep-core,bgh_refugees,bghr25,25,soep-core-2016-hh
soep-core,bgh_refugees,bghr2601,26,soep-core-2016-hh
soep-core,bgh_refugees,bghr2602,26,soep-core-2016-hh
soep-core,bgh_refugees,bghr27,27,soep-core-2016-hh
soep-core,bgh_refugees,bghr2801,28,soep-core-2016-hh
soep-core,bgh_refugees,bghr2802,28,soep-core-2016-hh
soep-core,bgh_refugees,bghr29,29,soep-core-2016-hh
soep-core,bgh_refugees,bghr30,30,soep-core-2016-hh
soep-core,bgh_refugees,bghr31,31,soep-core-2016-hh
soep-core,bgh_refugees,bghr32,32,soep-core-2016-hh
soep-core,bgh_refugees,bghr33,33,soep-core-2016-hh
soep-core,bgh_refugees,bghr34,34,soep-core-2016-hh
soep-core,bgh_refugees,bghr35,35,soep-core-2016-hh
soep-core,bgh_refugees,bghr3601,36,soep-core-2016-hh
soep-core,bgh_refugees,bghr3602,36,soep-core-2016-hh
soep-core,bgh_refugees,bghr37,37,soep-core-2016-hh
soep-core,bgh_refugees,bghr39,39,soep-core-2016-hh
soep-core,bgh_refugees,bghr40,40,soep-core-2016-hh
soep-core,bgh_refugees,bghr46,46,soep-core-2016-hh
soep-core,bgh_refugees,bghr47,47,soep-core-2016-hh
soep-core,bgh_refugees,bghr6201,62,soep-core-2016-hh
soep-core,bgh_refugees,bghr6202,62,soep-core-2016-hh
soep-core,bgh_refugees,bghr6203,62,soep-core-2016-hh
soep-core,bgh_refugees,bghr6204,62,soep-core-2016-hh
soep-core,bgh_refugees,bghr63,63,soep-core-2016-hh
soep-core,bgh_refugees,bghr6401,64,soep-core-2016-hh
soep-core,bgh_refugees,bghr6402,64,soep-core-2016-hh
soep-core,bgh_refugees,bghr65,65,soep-core-2016-hh
soep-core,bgh_refugees,bghr66,66,soep-core-2016-hh
soep-core,bgh_refugees,bghr67,67,soep-core-2016-hh
soep-core,bgh_refugees,bghr71,71,soep-core-2016-hh
soep-core,bgh_refugees,bghr73,73,soep-core-2016-hh
soep-core,bgh_refugees,bghr74,74,soep-core-2016-hh
soep-core,bgh_refugees,bghr75,75,soep-core-2016-hh
soep-core,bgh_refugees,bghr76,76,soep-core-2016-hh
soep-core,bgh_refugees,bghr79,79,soep-core-2016-hh
soep-core,bgp,bgp0301,3,soep-core-2016-pe
soep-core,bgp,bgp0302,3,soep-core-2016-pe
soep-core,bgp,bgp0303,3,soep-core-2016-pe
soep-core,bgp,bgp0304,3,soep-core-2016-pe
soep-core,bgp,bgp04,4,soep-core-2016-pe
soep-core,bgp,bgp0610,6,soep-core-2016-pe
soep-core,bgp,bgp0701,7,soep-core-2016-pe
soep-core,bgp,bgp0702,7,soep-core-2016-pe
soep-core,bgp,bgp08,8,soep-core-2016-pe
soep-core,bgp,bgp100w01,10,soep-core-2016-pe
soep-core,bgp,bgp100w02,10,soep-core-2016-pe
soep-core,bgp,bgp100w03,10,soep-core-2016-pe
soep-core,bgp,bgp100x01,10,soep-core-2016-pe
soep-core,bgp,bgp100x02,10,soep-core-2016-pe
soep-core,bgp,bgp100x03,10,soep-core-2016-pe
soep-core,bgp,bgp10309,10,soep-core-2016-pe
soep-core,bgp,bgp10310,10,soep-core-2016-pe
soep-core,bgp,bgp114,11,soep-core-2016-pe
soep-core,bgp,bgp115,11,soep-core-2016-pe
soep-core,bgp,bgp116,11,soep-core-2016-pe
soep-core,bgp,bgp11701,11,soep-core-2016-pe
soep-core,bgp,bgp11702,11,soep-core-2016-pe
soep-core,bgp,bgp11703,11,soep-core-2016-pe
soep-core,bgp,bgp118,11,soep-core-2016-pe
soep-core,bgp,bgp12703,12,soep-core-2016-pe
soep-core,bgp,bgp12704,12,soep-core-2016-pe
soep-core,bgp,bgp128,12,soep-core-2016-pe
soep-core,bgp,bgp12901,12,soep-core-2016-pe
soep-core,bgp,bgp12902,12,soep-core-2016-pe
soep-core,bgp,bgp134,13,soep-core-2016-pe
soep-core,bgp,bgp14,14,soep-core-2016-pe
soep-core,bgp,bgp14803,14,soep-core-2016-pe
soep-core,bgp,bgp14809,14,soep-core-2016-pe
soep-core,bgp,bgp14901,14,soep-core-2016-pe
soep-core,bgp,bgp14902,14,soep-core-2016-pe
soep-core,bgp,bgp14903,14,soep-core-2016-pe
soep-core,bgp,bgp14904,14,soep-core-2016-pe
soep-core,bgp,bgp14905,14,soep-core-2016-pe
soep-core,bgp,bgp15001,15,soep-core-2016-pe
soep-core,bgp,bgp15002,15,soep-core-2016-pe
soep-core,bgp,bgp15003,15,soep-core-2016-pe
soep-core,bgp,bgp15004,15,soep-core-2016-pe
soep-core,bgp,bgp15005,15,soep-core-2016-pe
soep-core,bgp,bgp15006,15,soep-core-2016-pe
soep-core,bgp,bgp1502,15,soep-core-2016-pe
soep-core,bgp,bgp157,15,soep-core-2016-pe
soep-core,bgp,bgp164,16,soep-core-2016-pe
soep-core,bgp,bgp165,16,soep-core-2016-pe
soep-core,bgp,bgp166,16,soep-core-2016-pe
soep-core,bgp,bgp171,17,soep-core-2016-pe
soep-core,bgp,bgp172,17,soep-core-2016-pe
soep-core,bgp,bgp173,17,soep-core-2016-pe
soep-core,bgp,bgp174,17,soep-core-2016-pe
soep-core,bgp,bgp20,20,soep-core-2016-pe
soep-core,bgp,bgp2101,21,soep-core-2016-pe
soep-core,bgp,bgp2107_isco08,21,soep-core-2016-pe
soep-core,bgp,bgp2107_isco88,21,soep-core-2016-pe
soep-core,bgp,bgp2107_kldb2010,21,soep-core-2016-pe
soep-core,bgp,bgp2107_kldb92,21,soep-core-2016-pe
soep-core,bgp,bgp22,22,soep-core-2016-pe
soep-core,bgp,bgp23,23,soep-core-2016-pe
soep-core,bgp,bgp2401,24,soep-core-2016-pe
soep-core,bgp,bgp48_isco08,48,soep-core-2016-pe
soep-core,bgp,bgp48_isco88,48,soep-core-2016-pe
soep-core,bgp,bgp48_kldb2010,48,soep-core-2016-pe
soep-core,bgp,bgp48_kldb92,48,soep-core-2016-pe
soep-core,bgp,bgp52_nace,52,soep-core-2016-pe
soep-core,bgp,bgp52_nace2,52,soep-core-2016-pe
soep-core,bgp,bgp5401,54,soep-core-2016-pe
soep-core,bgp,bgp5402,54,soep-core-2016-pe
soep-core,bgp,bgp5403,54,soep-core-2016-pe
soep-core,bgp,bgp58,58,soep-core-2016-pe
soep-core,bgp,bgp65,65,soep-core-2016-pe
soep-core,bgp,bgp6607,66,soep-core-2016-pe
soep-core,bgp,bgp6608,66,soep-core-2016-pe
soep-core,bgp,bgp6609,66,soep-core-2016-pe
soep-core,bgp,bgp6610,66,soep-core-2016-pe
soep-core,bgp,bgp6611,66,soep-core-2016-pe
soep-core,bgp,bgp6612,66,soep-core-2016-pe
soep-core,bgp,bgp6613,66,soep-core-2016-pe
soep-core,bgp,bgp6614,66,soep-core-2016-pe
soep-core,bgp,bgp6615,66,soep-core-2016-pe
soep-core,bgp,bgp6616,66,soep-core-2016-pe
soep-core,bgp,bgp73,73,soep-core-2016-pe
soep-core,bgp,bgp74,74,soep-core-2016-pe
soep-core,bgp,bgp7501,75,soep-core-2016-pe
soep-core,bgp,bgp7502,75,soep-core-2016-pe
soep-core,bgp,bgp8001,80,soep-core-2016-pe
soep-core,bgp,bgp82,82,soep-core-2016-pe
soep-core,bgp,bgp8301,83,soep-core-2016-pe
soep-core,bgp,bgp8302,83,soep-core-2016-pe
soep-core,bgp,bgp8303,83,soep-core-2016-pe
soep-core,bgp,bgp86,86,soep-core-2016-pe
soep-core,bgp,bgp87,87,soep-core-2016-pe
soep-core,bgp,bgp88,88,soep-core-2016-pe
soep-core,bgp,bgp89,89,soep-core-2016-pe
soep-core,bgp,bgp9001,90,soep-core-2016-pe
soep-core,bgp,bgp9002,90,soep-core-2016-pe
soep-core,bgp,bgp9003,90,soep-core-2016-pe
soep-core,bgp,bgp9004,90,soep-core-2016-pe
soep-core,bgp,bgp9005,90,soep-core-2016-pe
soep-core,bgp,bgp92,92,soep-core-2016-pe
soep-core,bgp,bgp94_isco08,94,soep-core-2016-pe
soep-core,bgp,bgp94_isco88,94,soep-core-2016-pe
soep-core,bgp,bgp94_kldb2010,94,soep-core-2016-pe
soep-core,bgp,bgp94_kldb92,94,soep-core-2016-pe
soep-core,bgp,bgp96,96,soep-core-2016-pe
soep-core,bgp,bgp98,98,soep-core-2016-pe
soep-core,bgp,bgp99w01,99,soep-core-2016-pe
soep-core,bgp,bgp99w03,99,soep-core-2016-pe
soep-core,bgp,bgp99x01,99,soep-core-2016-pe
soep-core,bgp,bgp99x03,99,soep-core-2016-pe
soep-core,bgp,bgpm18001,18,soep-core-2016-pe
soep-core,bgp,bgpm185a07,18,soep-core-2016-pe
soep-core,bgp,bgpm185a08,18,soep-core-2016-pe
soep-core,bgp,bgpm185a09,18,soep-core-2016-pe
soep-core,bgp,bgpm185a10,18,soep-core-2016-pe
soep-core,bgp,bgpm185b01,18,soep-core-2016-pe
soep-core,bgp,bgpm185b02,18,soep-core-2016-pe
soep-core,bgp,bgpm185b03,18,soep-core-2016-pe
soep-core,bgp,bgpm185b04,18,soep-core-2016-pe
soep-core,bgp,bgpm20701,20,soep-core-2016-pe
soep-core,bgp,bgpm20702,20,soep-core-2016-pe
soep-core,bgp,bgpm20703,20,soep-core-2016-pe
soep-core,bgp,bgpm20704,20,soep-core-2016-pe
soep-core,bgp,bgpm20705,20,soep-core-2016-pe
soep-core,bgp,bgpm20706,20,soep-core-2016-pe
soep-core,bgp,bgpm20707,20,soep-core-2016-pe
soep-core,bgp,bgpm20708,20,soep-core-2016-pe
soep-core,bgp,bgpm20709,20,soep-core-2016-pe
soep-core,bgp,bgpm20710,20,soep-core-2016-pe
soep-core,bgp,bgpm20711,20,soep-core-2016-pe
soep-core,bgp,bgpm20712,20,soep-core-2016-pe
soep-core,bgp,bgpm20713,20,soep-core-2016-pe
soep-core,bgp,bgpm20714,20,soep-core-2016-pe
soep-core,bgp,bgpm20715,20,soep-core-2016-pe
soep-core,bgp,bgpm20716,20,soep-core-2016-pe
soep-core,bgp,bgpm20717,20,soep-core-2016-pe
soep-core,bgp,bgpm20718,20,soep-core-2016-pe
soep-core,bgp,bgpm20719,20,soep-core-2016-pe
soep-core,bgp,bgpm20720,20,soep-core-2016-pe
soep-core,bgp,bgpm20721,20,soep-core-2016-pe
soep-core,bgp,bgpm20722,20,soep-core-2016-pe
soep-core,bgp,bgpm20723,20,soep-core-2016-pe
soep-core,bgp,bgpm20724,20,soep-core-2016-pe
soep-core,bgp,bgpm20725,20,soep-core-2016-pe
soep-core,bgp,bgpm20726,20,soep-core-2016-pe
soep-core,bgp,bgpm20727,20,soep-core-2016-pe
soep-core,bgp,bgpm20728,20,soep-core-2016-pe
soep-core,bgp,bgpm22601,22,soep-core-2016-pe
soep-core,bgp,bgpm22602,22,soep-core-2016-pe
soep-core,bgp,bgpm22603,22,soep-core-2016-pe
soep-core,bgp,bgpm22604,22,soep-core-2016-pe
soep-core,bgp,bgpm22605,22,soep-core-2016-pe
soep-core,bgp,bgpr100,10,soep-core-2016-pe
soep-core,bgp,bgpr10101,10,soep-core-2016-pe
soep-core,bgp,bgpr10102,10,soep-core-2016-pe
soep-core,bgp,bgpr10201,10,soep-core-2016-pe
soep-core,bgp,bgpr10202,10,soep-core-2016-pe
soep-core,bgp,bgpr10203,10,soep-core-2016-pe
soep-core,bgp,bgpr103,10,soep-core-2016-pe
soep-core,bgp,bgpr104,10,soep-core-2016-pe
soep-core,bgp,bgpr105,10,soep-core-2016-pe
soep-core,bgp,bgpr106,10,soep-core-2016-pe
soep-core,bgp,bgpr10701,10,soep-core-2016-pe
soep-core,bgp,bgpr10702,10,soep-core-2016-pe
soep-core,bgp,bgpr10801,10,soep-core-2016-pe
soep-core,bgp,bgpr10802,10,soep-core-2016-pe
soep-core,bgp,bgpr10803,10,soep-core-2016-pe
soep-core,bgp,bgpr109,10,soep-core-2016-pe
soep-core,bgp,bgpr110,11,soep-core-2016-pe
soep-core,bgp,bgpr111,11,soep-core-2016-pe
soep-core,bgp,bgpr112,11,soep-core-2016-pe
soep-core,bgp,bgpr11301,11,soep-core-2016-pe
soep-core,bgp,bgpr11302,11,soep-core-2016-pe
soep-core,bgp,bgpr11401,11,soep-core-2016-pe
soep-core,bgp,bgpr11402,11,soep-core-2016-pe
soep-core,bgp,bgpr11403,11,soep-core-2016-pe
soep-core,bgp,bgpr115,11,soep-core-2016-pe
soep-core,bgp,bgpr116,11,soep-core-2016-pe
soep-core,bgp,bgpr117,11,soep-core-2016-pe
soep-core,bgp,bgpr118,11,soep-core-2016-pe
soep-core,bgp,bgpr11901,11,soep-core-2016-pe
soep-core,bgp,bgpr11902,11,soep-core-2016-pe
soep-core,bgp,bgpr12001,12,soep-core-2016-pe
soep-core,bgp,bgpr12002,12,soep-core-2016-pe
soep-core,bgp,bgpr12003,12,soep-core-2016-pe
soep-core,bgp,bgpr121,12,soep-core-2016-pe
