study,dataset,variable,label,concept,questionnaire,question,item,is_primary_key,basket_key,basket_is_default
soep-core,xpkal,xp1h011,,kal1h011,,,,,,false
soep-core,xpkal,xp1h012,,kal1h012,,,,,,false
soep-core,xpkal,xp1h02,,kal1h02,,,,,,false
soep-core,xpkal,xp1i,,kal1i,,,,,,false
soep-core,xpkal,xp1i001,,kal1i001,,,,,,false
soep-core,xpkal,xp1i002,,kal1i002,,,,,,false
soep-core,xpkal,xp1i003,,kal1i003,,,,,,false
soep-core,xpkal,xp1i004,,kal1i004,,,,,,false
soep-core,xpkal,xp1i005,,kal1i005,,,,,,false
soep-core,xpkal,xp1i006,,kal1i006,,,,,,false
soep-core,xpkal,xp1i007,,kal1i007,,,,,,false
soep-core,xpkal,xp1i008,,kal1i008,,,,,,false
soep-core,xpkal,xp1i009,,kal1i009,,,,,,false
soep-core,xpkal,xp1i01,,kal1i01,,,,,,false
soep-core,xpkal,xp1i010,,kal1i010,,,,,,false
soep-core,xpkal,xp1i011,,kal1i011,,,,,,false
soep-core,xpkal,xp1i012,,kal1i012,,,,,,false
soep-core,xpkal,xp1i02,,kal1i02,,,,,,false
soep-core,xpkal,xp1j,,kal1j,,,,,,false
soep-core,xpkal,xp1j001,,kal1j001,,,,,,false
soep-core,xpkal,xp1j002,,kal1j002,,,,,,false
soep-core,xpkal,xp1j003,,kal1j003,,,,,,false
soep-core,xpkal,xp1j004,,kal1j004,,,,,,false
soep-core,xpkal,xp1j005,,kal1j005,,,,,,false
soep-core,xpkal,xp1j006,,kal1j006,,,,,,false
soep-core,xpkal,xp1j007,,kal1j007,,,,,,false
soep-core,xpkal,xp1j008,,kal1j008,,,,,,false
soep-core,xpkal,xp1j009,,kal1j009,,,,,,false
soep-core,xpkal,xp1j01,,kal1j01,,,,,,false
soep-core,xpkal,xp1j010,,kal1j010,,,,,,false
soep-core,xpkal,xp1j011,,kal1j011,,,,,,false
soep-core,xpkal,xp1j012,,kal1j012,,,,,,false
soep-core,xpkal,xp1j02,,kal1j02,,,,,,false
soep-core,xpkal,xp1m,,kal1m,,,,,,false
soep-core,xpkal,xp1m001,,kal1m001,,,,,,false
soep-core,xpkal,xp1m002,,kal1m002,,,,,,false
soep-core,xpkal,xp1m003,,kal1m003,,,,,,false
soep-core,xpkal,xp1m004,,kal1m004,,,,,,false
soep-core,xpkal,xp1m005,,kal1m005,,,,,,false
soep-core,xpkal,xp1m006,,kal1m006,,,,,,false
soep-core,xpkal,xp1m007,,kal1m007,,,,,,false
soep-core,xpkal,xp1m008,,kal1m008,,,,,,false
soep-core,xpkal,xp1m009,,kal1m009,,,,,,false
soep-core,xpkal,xp1m01,,kal1m01,,,,,,false
soep-core,xpkal,xp1m010,,kal1m010,,,,,,false
soep-core,xpkal,xp1m011,,kal1m011,,,,,,false
soep-core,xpkal,xp1m012,,kal1m012,,,,,,false
soep-core,xpkal,xp1m02,,kal1m02,,,,,,false
soep-core,xpkal,xp1n,,kal1n,,,,,,false
soep-core,xpkal,xp1n001,,kal1n001,,,,,,false
soep-core,xpkal,xp1n002,,kal1n002,,,,,,false
soep-core,xpkal,xp1n003,,kal1n003,,,,,,false
soep-core,xpkal,xp1n004,,kal1n004,,,,,,false
soep-core,xpkal,xp1n005,,kal1n005,,,,,,false
soep-core,xpkal,xp1n006,,kal1n006,,,,,,false
soep-core,xpkal,xp1n007,,kal1n007,,,,,,false
soep-core,xpkal,xp1n008,,kal1n008,,,,,,false
soep-core,xpkal,xp1n009,,kal1n009,,,,,,false
soep-core,xpkal,xp1n01,,kal1n01,,,,,,false
soep-core,xpkal,xp1n010,,kal1n010,,,,,,false
soep-core,xpkal,xp1n011,,kal1n011,,,,,,false
soep-core,xpkal,xp1n012,,kal1n012,,,,,,false
soep-core,xpkal,xp1n02,,kal1n02,,,,,,false
soep-core,xpkal,xp2a01,,kal2a01,,,,,,false
soep-core,xpkal,xp2a02,,kal2a02,,,,,,false
soep-core,xpkal,xp2a03,,kal2a03,,,,,,false
soep-core,xpkal,xp2a04,,kal2a04,,,,,,false
soep-core,xpkal,xp2b01,,kal2b01,,,,,,false
soep-core,xpkal,xp2b02,,kal2b02,,,,,,false
soep-core,xpkal,xp2b03,,kal2b03,,,,,,false
soep-core,xpkal,xp2b04,,kal2b04,,,,,,false
soep-core,xpkal,xp2c01,,kal2c01,,,,,,false
soep-core,xpkal,xp2c02,,kal2c02,,,,,,false
soep-core,xpkal,xp2c03,,kal2c03,,,,,,false
soep-core,xpkal,xp2d01,,kal2d01,,,,,,false
soep-core,xpkal,xp2d02,,kal2d02,,,,,,false
soep-core,xpkal,xp2d03,,kal2d03,,,,,,false
soep-core,xpkal,xp2e01,,kal2e01,,,,,,false
soep-core,xpkal,xp2e02,,kal2e02,,,,,,false
soep-core,xpkal,xp2e03,,kal2e03,,,,,,false
soep-core,xpkal,xp2f01,,kal2f01,,,,,,false
soep-core,xpkal,xp2f02,,kal2f02,,,,,,false
soep-core,xpkal,xp2f03,,kal2f03,,,,,,false
soep-core,xpkal,xp2h01,,kal2h01,,,,,,false
soep-core,xpkal,xp2h02,,kal2h02,,,,,,false
soep-core,xpkal,xp2h03,,kal2h03,,,,,,false
soep-core,xpkal,xp2j01,,kal2j01,,,,,,false
soep-core,xpkal,xp2j02,,kal2j02,,,,,,false
soep-core,xpkal,xp2j03,,kal2j03,,,,,,false
soep-core,xpkal,xp2k01,,kal2k01,,,,,,false
soep-core,xpkal,xp2k02,,kal2k02,,,,,,false
soep-core,xpkal,xp2k03,,kal2k03,,,,,,false
soep-core,xpkal,xp2l01,,kal2l01,,,,,,false
soep-core,xpkal,xp2l02,,kal2l02,,,,,,false
soep-core,xpkal,xp2l03,,kal2l03,,,,,,false
soep-core,xpkal,xp2m01,,kal2m01,,,,,,false
soep-core,xpkal,xp2m02,,kal2m02,,,,,,false
soep-core,xpkal,xp2m03,,kal2m03,,,,,,false
soep-core,xpkal,xp2n01,,kal2n01,,,,,,false
soep-core,xpkal,xp2o01,,kal2o01,,,,,,false
soep-core,xpkal,xp2o02,,kal2o02,,,,,,false
soep-core,xpkal,xp2o03,,kal2o03,,,,,,false
soep-core,xpkal,xp2r01,,kal2r01,,,,,,false
soep-core,xpkal,xp2r02,,kal2r02,,,,,,false
soep-core,xpluecke,hhnr,,,,,,,,
soep-core,xpluecke,hhnrakt,,,,,,,,
soep-core,xpluecke,persnr,,,,,,,,
soep-core,xpluecke,xhhnr,,,,,,,,
soep-core,xpluecke,xp0101,,,,,,,,
soep-core,xpluecke,xp0102,,,,,,,,
soep-core,xpluecke,xp0103,,,,,,,,
soep-core,xpluecke,xp0104,,,,,,,,
soep-core,xpluecke,xp0105,,,,,,,,
soep-core,xpluecke,xp0106,,,,,,,,
soep-core,xpluecke,xp0107,,,,,,,,
soep-core,xpluecke,xp0108,,,,,,,,
soep-core,xpluecke,xp0109,,,,,,,,
soep-core,xpluecke,xp0110,,,,,,,,
soep-core,xpluecke,xp0111,,,,,,,,
soep-core,xpluecke,xp0112,,,,,,,,
soep-core,xpluecke,xp0113,,,,,,,,
soep-core,xpluecke,xp02,,,,,,,,
soep-core,xpluecke,xp03,,,,,,,,
soep-core,xpluecke,xp04,,,,,,,,
soep-core,xpluecke,xp0501,,,,,,,,
soep-core,xpluecke,xp0502,,,,,,,,
soep-core,xpluecke,xp0601,,,,,,,,
soep-core,xpluecke,xp0602,,,,,,,,
soep-core,xpluecke,xp0603,,,,,,,,
soep-core,xpluecke,xp0604,,,,,,,,
soep-core,xpluecke,xp0605,,,,,,,,
soep-core,xpluecke,xp0606,,,,,,,,
soep-core,xpluecke,xp0607,,,,,,,,
soep-core,xpluecke,xp0608,,,,,,,,
soep-core,xpluecke,xp0701,,,,,,,,
soep-core,xpluecke,xp0702,,,,,,,,
soep-core,xpluecke,xp0703,,,,,,,,
soep-core,xpluecke,xp08,,,,,,,,
soep-core,xpluecke,xp09,,,,,,,,
soep-core,xpluecke,xp1001,,,,,,,,
soep-core,xpluecke,xp1003,,,,,,,,
soep-core,xpluecke,xp1004,,,,,,,,
soep-core,xpluecke,xp1005,,,,,,,,
soep-core,xpluecke,xp1006,,,,,,,,
soep-core,xpluecke,xp1007,,,,,,,,
soep-core,xpluecke,xp1008,,,,,,,,
soep-core,xpluecke,xp1101,,,,,,,,
soep-core,xpluecke,xp1102,,,,,,,,
soep-core,xpluecke,xp120101,,,,,,,,
soep-core,xpluecke,xp120102,,,,,,,,
soep-core,xpluecke,xp120201,,,,,,,,
soep-core,xpluecke,xp120202,,,,,,,,
soep-core,xpluecke,xp120301,,,,,,,,
soep-core,xpluecke,xp120302,,,,,,,,
soep-core,xpluecke,xp120401,,,,,,,,
soep-core,xpluecke,xp120402,,,,,,,,
soep-core,xpluecke,xp120501,,,,,,,,
soep-core,xpluecke,xp120502,,,,,,,,
soep-core,xpluecke,xp120601,,,,,,,,
soep-core,xpluecke,xp120602,,,,,,,,
soep-core,xpluecke,xp120701,,,,,,,,
soep-core,xpluecke,xp120702,,,,,,,,
soep-core,xpluecke,xp120801,,,,,,,,
soep-core,xpluecke,xp120802,,,,,,,,
soep-core,xpluecke,xp120901,,,,,,,,
soep-core,xpluecke,xp120902,,,,,,,,
soep-core,xpluecke,xp121001,,,,,,,,
soep-core,xpluecke,xp121002,,,,,,,,
soep-core,xpluecke,xp121101,,,,,,,,
soep-core,xpluecke,xp121102,,,,,,,,
soep-core,xpluecke,xp121201,,,,,,,,
soep-core,xpluecke,xp121202,,,,,,,,
soep-core,xpluecke,xp1213,,,,,,,,
soep-core,xpluecke,xpa,,,,,,,,
soep-core,xpluecke,xpb01,,,,,,,,
soep-core,xpluecke,xpb02,,,,,,,,
soep-core,xpluecke,xpdatm,,,,,,,,
soep-core,xpluecke,xpdatt,,,,,,,,
soep-core,xpluecke,xpintnr,,,,,,,,
soep-core,xpluecke,xpnr,,,,,,,,
soep-core,yh,hhnr,,_cid,,,,,,false
soep-core,yh,hhnrakt,,_hid,,,,,,false
soep-core,yh,intid,,intid,,,,,,false
soep-core,yh,sample1,,sample1,,,,,,false
soep-core,yh,welle,,jahr,,,,,,false
soep-core,yh,yausku,,pnr,,,,,,false
soep-core,yh,ycalcinc,,rnetto,,,,,,false
soep-core,yh,yh01,,hvj,soep-core-2008-hh,100,,,,false
soep-core,yh,yh0201,,humz01,,,,,,false
soep-core,yh,yh0202,,humz02,,,,,,false
soep-core,yh,yh0203,,humz03,,,,,,false
soep-core,yh,yh0204,,humz04,,,,,,false
soep-core,yh,yh0205,,humz05,,,,,,false
soep-core,yh,yh0206,,humz06,,,,,,false
soep-core,yh,yh0207,,humz07,,,,,,false
soep-core,yh,yh0208,,humz08,,,,,,false
soep-core,yh,yh0209,,humz09,,,,,,false
soep-core,yh,yh0210,,humz10,,,,,,false
soep-core,yh,yh0211,,humz11,,,,,,false
soep-core,yh,yh0212,,humz12,,,,,,false
soep-core,yh,yh0213,,humz13,,,,,,false
soep-core,yh,yh0214,,humz14,,,,,,false
soep-core,yh,yh0215,,humz15,,,,,,false
soep-core,yh,yh0301,,hwohn01,soep-core-2008-hh,300,1,,,false
soep-core,yh,yh0302,,hwohn02,soep-core-2008-hh,300,2,,,false
soep-core,yh,yh0303,,hwohn03,soep-core-2008-hh,300,3,,,false
soep-core,yh,yh0304,,hwohn04,soep-core-2008-hh,300,4,,,false
soep-core,yh,yh0305,,hwohn05,soep-core-2008-hh,300,5,,,false
soep-core,yh,yh0306,,hwohn06,soep-core-2008-hh,300,6,,,false
soep-core,yh,yh0307,,hwohn07,soep-core-2008-hh,300,7,,,false
soep-core,yh,yh0401,,hwm,soep-core-2008-hh,401,,,,false
soep-core,yh,yh0402,,hwj,soep-core-2008-hh,402,,,,false
soep-core,yh,yh05,,hwohn08,soep-core-2008-hh,500,,,,false
soep-core,yh,yh06,,hhtyp,soep-core-2008-hh,600,,,,false
soep-core,yh,yh07,,hheim,soep-core-2008-hh,701,,,,false
soep-core,yh,yh0801,,hwohn09,soep-core-2008-hh,801,,,,false
soep-core,yh,yh0802,,hwohn09a,soep-core-2008-hh,802,,,,false
soep-core,yh,yh09,,humb,soep-core-2008-hh,900,,,,false
soep-core,yh,yh10,,hqm,soep-core-2008-hh,1000,,,,false
soep-core,yh,yh11,,hraum,soep-core-2008-hh,1100,,,,false
soep-core,yh,yh12,,hgr,soep-core-2008-hh,1200,,,,false
soep-core,yh,yh13,,hzus,soep-core-2008-hh,1300,,,,false
soep-core,yh,yh1401,,hwohn10,soep-core-2008-hh,1400,10,,,false
soep-core,yh,yh1402,,hwohn11,soep-core-2008-hh,1400,11,,,false
soep-core,yh,yh1403,,hwohn12,soep-core-2008-hh,1400,12,,,false
soep-core,yh,yh1404,,hwohn13,soep-core-2008-hh,1400,13,,,false
soep-core,yh,yh1405,,hwohn14,soep-core-2008-hh,1400,14,,,false
soep-core,yh,yh1406,,hwohn15,soep-core-2008-hh,1400,15,,,false
soep-core,yh,yh1407,,hwohn16,soep-core-2008-hh,1400,16,,,false
soep-core,yh,yh1408,,hwohn17,soep-core-2008-hh,1400,17,,,false
soep-core,yh,yh1409,,hwohn18,soep-core-2008-hh,1400,18,,,false
soep-core,yh,yh1410,,hwohn19,soep-core-2008-hh,1400,19,,,false
soep-core,yh,yh1411,,hwohn20,soep-core-2008-hh,1400,20,,,false
soep-core,yh,yh1501,,hbau1,,,,,,false
soep-core,yh,yh1502,,hbau2,,,,,,false
soep-core,yh,yh1503,,hbau3,,,,,,false
soep-core,yh,yh1504,,hbau4,,,,,,false
soep-core,yh,yh1505,,hbau5,,,,,,false
soep-core,yh,yh1506,,hbau6,,,,,,false
soep-core,yh,yh16,,hbau7,soep-core-2008-hh,1600,,,,false
soep-core,yh,yh17,,hbau8,soep-core-2008-hh,1700,,,,false
soep-core,yh,yh18,,hew1,soep-core-2008-hh,1800,,,,false
soep-core,yh,yh1901,,hew2,soep-core-2008-hh,1901,,,,false
soep-core,yh,yh1902,,hew3,soep-core-2008-hh,1902,,,,false
soep-core,yh,yh1903,,hew4,soep-core-2008-hh,1903,,,,false
soep-core,yh,yh20,,hm01,soep-core-2008-hh,2000,,,,false
soep-core,yh,yh21,,hm02,soep-core-2008-hh,2100,,,,false
soep-core,yh,yh22,,hm03,soep-core-2008-hh,2200,,,,false
soep-core,yh,yh2301,,hm04,soep-core-2008-hh,2302,,,,false
soep-core,yh,yh2302,,hm05,soep-core-2008-hh,2301,,,,false
soep-core,yh,yh24,,hm06,soep-core-2008-hh,2400,,,,false
soep-core,yh,yh25,,hm07,soep-core-2008-hh,2502,,,,false
soep-core,yh,yh2601,,hm08,soep-core-2008-hh,2501,,,,false
soep-core,yh,yh2602,,hm09,soep-core-2008-hh,2601,,,,false
soep-core,yh,yh2603,,hm10,soep-core-2008-hh,2603,,,,false
soep-core,yh,yh2604,,hm11,soep-core-2008-hh,2602,,,,false
soep-core,yh,yh27,,hm12,soep-core-2008-hh,2700,,,,false
soep-core,yh,yh28,,hm13,soep-core-2008-hh,2800,,,,false
soep-core,yh,yh29,,he01,soep-core-2008-hh,2900,,,,false
soep-core,yh,yh30,,he02,soep-core-2008-hh,3000,,,,false
soep-core,yh,yh31,,he03,soep-core-2008-hh,3100,,,,false
soep-core,yh,yh32,,he04,soep-core-2008-hh,3200,,,,false
soep-core,yh,yh33,,he05,soep-core-2008-hh,3300,,,,false
soep-core,yh,yh3401,,he06,soep-core-2008-hh,3401,,,,false
soep-core,yh,yh3402,,he07,soep-core-2008-hh,3402,,,,false
soep-core,yh,yh35,,he08,soep-core-2008-hh,3500,,,,false
soep-core,yh,yh3601,,he09,soep-core-2008-hh,3602,,,,false
soep-core,yh,yh3602,,he10,soep-core-2008-hh,3601,,,,false
soep-core,yh,yh3701,,he13,soep-core-2008-hh,3701,,,,false
soep-core,yh,yh3702,,he14,soep-core-2008-hh,3702,,,,false
soep-core,yh,yh38,,hverm1,soep-core-2008-hh,3800,,,,false
soep-core,yh,yh39,,hverm2,soep-core-2008-hh,3900,,,,false
soep-core,yh,yh4001,,hverm3,soep-core-2008-hh,4001,,,,false
soep-core,yh,yh4002,,hverm4,soep-core-2008-hh,4002,,,,false
soep-core,yh,yh4101,,hverm5,soep-core-2008-hh,4101,,,,false
soep-core,yh,yh4102,,hverm6,soep-core-2008-hh,4102,,,,false
soep-core,yh,yh42,,hkred1,soep-core-2008-hh,4200,,,,false
soep-core,yh,yh43,,hkred2,soep-core-2008-hh,4300,,,,false
soep-core,yh,yh44,,hkred3,soep-core-2008-hh,4400,,,,false
soep-core,yh,yh4501,,hwa1,,,,,,false
soep-core,yh,yh4502,,hwa2,,,,,,false
soep-core,yh,yh4503,,hwa3,,,,,,false
soep-core,yh,yh4504,,hwa4,,,,,,false
soep-core,yh,yh4505,,hwa5,,,,,,false
soep-core,yh,yh4506,,hwa6,,,,,,false
soep-core,yh,yh4507,,hwa7,,,,,,false
soep-core,yh,yh4508,,hwa8,soep-core-2008-hh,4502,,,,false
soep-core,yh,yh4509,,hwa9,soep-core-2008-hh,4503,,,,false
soep-core,yh,yh4510,,hwaka,soep-core-2008-hh,4504,,,,false
soep-core,yh,yh4601,,hzins1,soep-core-2008-hh,4602,,,,false
soep-core,yh,yh4602,,hzins2,soep-core-2008-hh,4603,,,,false
soep-core,yh,yh4701,,hlos1,soep-core-2008-hh,4701,,,,false
soep-core,yh,yh4702,,hlos2,,,,,,false
soep-core,yh,yh4703,,hlos3,,,,,,false
soep-core,yh,yh4704,,hlos4,,,,,,false
soep-core,yh,yh4705,,hloska,soep-core-2008-hh,4703,,,,false
soep-core,yh,yh48,,hlos5,soep-core-2008-hh,4800,,,,false
soep-core,yh,yh4901,,hlkg1,soep-core-2008-hh,4901,,,,false
soep-core,yh,yh4902,,hlkg2,soep-core-2008-hh,4902,,,,false
soep-core,yh,yh4903,,hlkg3,soep-core-2008-hh,4903,,,,false
soep-core,yh,yh4904,,hlag1,soep-core-2008-hh,4904,,,,false
soep-core,yh,yh4905,,hlag2,soep-core-2008-hh,4905,,,,false
soep-core,yh,yh4906,,hlag3,soep-core-2008-hh,4906,,,,false
soep-core,yh,yh4907,,hlwg1,soep-core-2008-hh,4907,,,,false
soep-core,yh,yh4908,,hlwg2,soep-core-2008-hh,4908,,,,false
soep-core,yh,yh4909,,hlwg3,soep-core-2008-hh,4909,,,,false
soep-core,yh,yh4910,,hlpg1,soep-core-2008-hh,4910,,,,false
soep-core,yh,yh4911,,hlpg2,soep-core-2008-hh,4911,,,,false
soep-core,yh,yh4912,,hlpg3,soep-core-2008-hh,4912,,,,false
soep-core,yh,yh4913,,hlsh,soep-core-2008-hh,4913,,,,false
soep-core,yh,yh5001,,hlsh1,,,,,,false
soep-core,yh,yh5002,,hlsh2,,,,,,false
soep-core,yh,yh5003,,hlsh3,,,,,,false
soep-core,yh,yh5004,,hdkz1,,,,,,false
soep-core,yh,yh5005,,hdkz2,,,,,,false
soep-core,yh,yh5006,,hdag1,soep-core-2008-hh,5104,,,,false
soep-core,yh,yh5007,,hlshb,soep-core-2008-hh,5007,,,,false
soep-core,yh,yh5008,,hlshb1,soep-core-2008-hh,5008,,,,false
soep-core,yh,yh5009,,hlshb2,soep-core-2008-hh,5009,,,,false
soep-core,yh,yh5010,,hdsh1,soep-core-2008-hh,5112,,,,false
soep-core,yh,yh5011,,hlshka,soep-core-2008-hh,5011,,,,false
soep-core,yh,yh5101,,hdkg1,soep-core-2008-hh,5101,,,,false
soep-core,yh,yh5102,,hdkg2,soep-core-2008-hh,5102,,,,false
soep-core,yh,yh5103,,hdkg1,soep-core-2008-hh,5101,,,,false
soep-core,yh,yh5104,,hdag1,soep-core-2008-hh,5104,,,,false
soep-core,yh,yh5105,,hdag2,soep-core-2008-hh,5105,,,,false
soep-core,yh,yh5106,,hdwg1,soep-core-2008-hh,5106,,,,false
soep-core,yh,yh5107,,hdwg2,soep-core-2008-hh,5107,,,,false
soep-core,yh,yh5108,,hdno,soep-core-2008-hh,5114,,,,false
soep-core,yh,yh5109,,hdpg2,soep-core-2008-hh,5109,,,,false
soep-core,yh,yh5110,,hdgs1,soep-core-2008-hh,5110,,,,false
soep-core,yh,yh5111,,hdgs2,soep-core-2008-hh,5111,,,,false
soep-core,yh,yh5112,,hdsh1,soep-core-2008-hh,5112,,,,false
soep-core,yh,yh5113,,hdsh2,soep-core-2008-hh,5113,,,,false
soep-core,yh,yh5114,,hdno,soep-core-2008-hh,5114,,,,false
soep-core,yh,yh5201,,hnetto,soep-core-2008-hh,5200,,,,false
soep-core,yh,yh5202,,znetto,,,,,,false
soep-core,yh,yh5301,,hspar1,soep-core-2008-hh,5301,,,,false
soep-core,yh,yh5302,,hspar2,soep-core-2008-hh,5302,,,,false
soep-core,yh,yh5401,,hi01,,,,,,false
soep-core,yh,yh5402,,hi01a,,,,,,false
soep-core,yh,yh5403,,hi02,,,,,,false
soep-core,yh,yh5404,,hi02a,,,,,,false
soep-core,yh,yh5405,,hi09,,,,,,false
soep-core,yh,yh5406,,hi09a,,,,,,false
soep-core,yh,yh5407,,hi10,,,,,,false
soep-core,yh,yh5408,,hi10a,,,,,,false
soep-core,yh,yh5409,,_2434_h_cod,,,,,,false
soep-core,yh,yh5410,,hi11a,,,,,,false
soep-core,yh,yh5411,,hi06,,,,,,false
soep-core,yh,yh5412,,hi06a,,,,,,false
soep-core,yh,yh5413,,hi03,,,,,,false
soep-core,yh,yh5414,,hi03a,,,,,,false
soep-core,yh,yh5415,,hi05,,,,,,false
soep-core,yh,yh5416,,hi05a,,,,,,false
soep-core,yh,yh5417,,hi16,,,,,,false
soep-core,yh,yh5418,,hi16a,,,,,,false
soep-core,yh,yh5419,,hi07,,,,,,false
soep-core,yh,yh5420,,hi07a,,,,,,false
soep-core,yh,yh5421,,hi08,,,,,,false
soep-core,yh,yh5422,,hi08a,,,,,,false
soep-core,yh,yh5423,,hi17,,,,,,false
soep-core,yh,yh5424,,hi17a,,,,,,false
soep-core,yh,yh5425,,hi12,,,,,,false
soep-core,yh,yh5426,,hi12a,,,,,,false
soep-core,yh,yh5427,,hi13,,,,,,false
soep-core,yh,yh5428,,hi13a,,,,,,false
soep-core,yh,yh5429,,hi14,,,,,,false
soep-core,yh,yh5430,,hi14a,,,,,,false
soep-core,yh,yh5431,,hi15,,,,,,false
soep-core,yh,yh5432,,hi15a,,,,,,false
soep-core,yh,yh55,,hputz,soep-core-2008-hh,5500,,,,false
soep-core,yh,yh56,,hpfleg,soep-core-2008-hh,5600,,,,false
soep-core,yh,yh5701,,hpnr,,,,,,false
soep-core,yh,yh5702,,hhil1,,,,,,false
soep-core,yh,yh5703,,hhil2,,,,,,false
soep-core,yh,yh5704,,hhil3,,,,,,false
soep-core,yh,yh5705,,hhil4,,,,,,false
soep-core,yh,yh5706,,hhilka,soep-core-2008-hh,5703,,,,false
soep-core,yh,yh5801,,hpl,soep-core-2008-hh,5801,,,,false
soep-core,yh,yh5802,,hpstuf,soep-core-2008-hh,5802,,,,false
soep-core,yh,yh5901,,hhvon1,,,,,,false
soep-core,yh,yh5902,,hhnr,,,,,,false
soep-core,yh,yh5903,,hhvon2,,,,,,false
soep-core,yh,yh5904,,hhvon3,,,,,,false
soep-core,yh,yh5905,,hhvon4,,,,,,false
soep-core,yh,yh5906,,hhvon5,,,,,,false
soep-core,yh,yh5907,,hhvon6,,,,,,false
soep-core,yh,yh5908,,hhvonka,soep-core-2008-hh,5904,,,,false
soep-core,yh,yh5909,,hhbez,soep-core-2008-hh,5903,,,,false
soep-core,yh,yh60,,hzuf,,,,,,false
soep-core,yh,yh61,,hkind,soep-core-2008-hh,6100,,,,false
soep-core,yh,yhhdaer1,,hdauer1,soep-core-2008-hh,10002,,,,false
soep-core,yh,yhhdaer2,,hdauer2,soep-core-2008-hh,10003,,,,false
soep-core,yh,yhhmonin,,hdatm,,,,,,false
soep-core,yh,yhhnr,,_hid,,,,,,false
soep-core,yh,yhhtagin,,hdatt,,,,,,false
soep-core,yh,yhivform,,hform,soep-core-2008-hh,10001,,,,false
soep-core,yh,yhpmax,,hpmax,,,,,,false
soep-core,yh,ylimit,,hi4500,,,,,,false
soep-core,yhbrutto,hhnr,,_cid,,,,,,false
soep-core,yhbrutto,hhnrakt,,_hid,,,,,,false
soep-core,yhbrutto,intid,,intid,,,,,,false
soep-core,yhbrutto,intid_01,,inteins,,,,,,false
soep-core,yhbrutto,sample1,,sample1,,,,,,false
soep-core,yhbrutto,ybula,,bula,,,,,,false
soep-core,yhbrutto,ydatummo,,datummo,,,,,,false
soep-core,yhbrutto,ydatumtg,,datumtg,,,,,,false
soep-core,yhbrutto,yemail,,email,,,,,,false
soep-core,yhbrutto,yhader,,hader,,,,,,false
soep-core,yhbrutto,yhadq,,hadq,,,,,,false
soep-core,yhbrutto,yhand,,hand,,,,,,false
soep-core,yhbrutto,yherg1,,herg1,,,,,,false
soep-core,yhbrutto,yhergs,,hergs,,,,,,false
soep-core,yhbrutto,yhform1,,hform1,,,,,,false
soep-core,yhbrutto,yhforms,,hforms,,,,,,false
soep-core,yhbrutto,yhhgr,,hhgr,,,,,,false
soep-core,yhbrutto,yhhnr,,_hid,,,,,,false
soep-core,yhbrutto,yhpmax,,hpmax,,,,,,false
soep-core,yhbrutto,yhstu,,hstu,,,,,,false
soep-core,yhbrutto,yhtel,,htel,,,,,,false
soep-core,yhbrutto,yhtyp,,htyp,,,,,,false
soep-core,yhbrutto,yinteins,,inteins,,,,,,false
soep-core,yhbrutto,yintk,,intk,,,,,,false
soep-core,yhbrutto,yintza,,intza,,,,,,false
soep-core,yhbrutto,yregtyp,,regtyp,,,,,,false
soep-core,yhbrutto,ysampreg,,sampreg,,,,,,false
soep-core,yhbrutto,yschk,,schk,,,,,,false
soep-core,yhbrutto,ysplit,,split,,,,,,false
soep-core,yhbrutto,ytelk1,,telk1,,,,,,false
soep-core,yhbrutto,ytelk2,,telk2,,,,,,false
soep-core,yhbrutto,ywein,,wein,,,,,,false
soep-core,yhbrutto,ywum1,,wum1,,,,,,false
soep-core,yhbrutto,ywum2,,wum2,,,,,,false
soep-core,yhbrutto,ywum3,,wum3,,,,,,false
soep-core,yhgen,acquis08,,_hgen_hgacquis,,,,,,false
soep-core,yhgen,ahinc08,,_hgen_hgahinc,,,,,,false
soep-core,yhgen,cnstyr08,,_hgen_hgcnstyr,,,,,,false
soep-core,yhgen,condit08,,_hgen_hgcondit,,,,,,false
soep-core,yhgen,electr08,,_hgen_hgelectr,,,,,,false
soep-core,yhgen,eqpair08,,_hgen_hgeqpair,,,,,,false
soep-core,yhgen,eqpalm08,,_hgen_hgeqpalm,,,,,,false
soep-core,yhgen,eqpbas08,,_hgen_hgeqpbas,,,,,,false
soep-core,yhgen,eqpgar08,,_hgen_hgeqpgar,,,,,,false
soep-core,yhgen,eqphea08,,_hgen_hgeqphea,,,,,,false
soep-core,yhgen,eqpiwc08,,_hgen_hgeqpiwc,,,,,,false
soep-core,yhgen,eqpkit08,,_hgen_hgeqpkit,,,,,,false
soep-core,yhgen,eqplif08,,_hgen_hgeqplif,,,,,,false
soep-core,yhgen,eqpnrj08,,_hgen_hgeqpnrj,,,,,,false
soep-core,yhgen,eqpshw08,,_hgen_hgeqpshw,,,,,,false
soep-core,yhgen,eqpsol08,,_hgen_hgeqpsol,,,,,,false
soep-core,yhgen,eqptel08,,_hgen_hgeqptel,,,,,,false
soep-core,yhgen,eqpter08,,_hgen_hgeqpter,,,,,,false
soep-core,yhgen,eqpwat08,,_hgen_hgeqpwat,,,,,,false
soep-core,yhgen,felectr08,,_hgen_hgfelectr,,,,,,false
soep-core,yhgen,fheat08,,_hgen_hgfheat,,,,,,false
soep-core,yhgen,fhinc08,,_hgen_hgfhinc,,,,,,false
soep-core,yhgen,frent08,,_hgen_hgfrent,,,,,,false
