study,dataset,variable,label,concept,questionnaire,question,item,is_primary_key,basket_key,basket_is_default
soep-core,kpequiv,d11102ll,,_pequiv_d11102ll,,,,,,false
soep-core,kpequiv,d1110394,,_pequiv_d11103,,,,,,false
soep-core,kpequiv,d1110494,,_pequiv_d11104,,,,,,false
soep-core,kpequiv,d1110594,,_pequiv_d11105,,,,,,false
soep-core,kpequiv,d1110694,,_pequiv_d11106,,,,,,false
soep-core,kpequiv,d1110794,,_pequiv_d11107,,,,,,false
soep-core,kpequiv,d1110894,,_pequiv_d11108,,,,,,false
soep-core,kpequiv,d1110994,,_pequiv_d11109,,,,,,false
soep-core,kpequiv,d11112ll,,_pequiv_d11112ll,,,,,,false
soep-core,kpequiv,divdy94,,_pequiv_divdy,,,,,,false
soep-core,kpequiv,e1110194,,_pequiv_e11101,,,,,,false
soep-core,kpequiv,e1110294,,_pequiv_e11102,,,,,,false
soep-core,kpequiv,e1110394,,_pequiv_e11103,,,,,,false
soep-core,kpequiv,e1110494,,_pequiv_e11104,,,,,,false
soep-core,kpequiv,e1110594,,_pequiv_e11105,,,,,,false
soep-core,kpequiv,e1110694,,_pequiv_e11106,,,,,,false
soep-core,kpequiv,e1110794,,_pequiv_e11107,,,,,,false
soep-core,kpequiv,e1120194,,_pequiv_e11201,,,,,,false
soep-core,kpequiv,f13ly94,,_pequiv_f13ly,,,,,,false
soep-core,kpequiv,f14ly94,,_pequiv_f14ly,,,,,,false
soep-core,kpequiv,fachm94,,_pequiv_fachm,,,,,,false
soep-core,kpequiv,falg294,,_pequiv_falg2,,,,,,false
soep-core,kpequiv,falim94,,_pequiv_falim,,,,,,false
soep-core,kpequiv,fchspt94,,_pequiv_fchspt,,,,,,false
soep-core,kpequiv,fcomp94,,_pequiv_fcomp,,,,,,false
soep-core,kpequiv,fdchb94,,_pequiv_fdchb,,,,,,false
soep-core,kpequiv,fdemy94,,_pequiv_fdemy,,,,,,false
soep-core,kpequiv,fdivdy94,,_pequiv_fdivdy,,,,,,false
soep-core,kpequiv,felse94,,_pequiv_felse,,,,,,false
soep-core,kpequiv,feret94,,_pequiv_feret,,,,,,false
soep-core,kpequiv,fgray94,,_pequiv_fgray,,,,,,false
soep-core,kpequiv,fgrv194,,_pequiv_fgrv1,,,,,,false
soep-core,kpequiv,fgrv294,,_pequiv_fgrv2,,,,,,false
soep-core,kpequiv,fholy94,,_pequiv_fholy,,,,,,false
soep-core,kpequiv,fhouse94,,_pequiv_fhouse,,,,,,false
soep-core,kpequiv,fhsup94,,_pequiv_fhsup,,,,,,false
soep-core,kpequiv,fjob194,,_pequiv_fjob1,,,,,,false
soep-core,kpequiv,fjob294,,_pequiv_fjob2,,,,,,false
soep-core,kpequiv,flossc94,,_pequiv_flossc,,,,,,false
soep-core,kpequiv,flossr94,,_pequiv_flossr,,,,,,false
soep-core,kpequiv,fmaty94,,_pequiv_fmaty,,,,,,false
soep-core,kpequiv,fmilt94,,_pequiv_fmilt,,,,,,false
soep-core,kpequiv,fnursh94,,_pequiv_fnursh,,,,,,false
soep-core,kpequiv,foldy94,,_pequiv_foldy,,,,,,false
soep-core,kpequiv,fopery94,,_pequiv_fopery,,,,,,false
soep-core,kpequiv,fothy94,,_pequiv_fothy,,,,,,false
soep-core,kpequiv,fprvp94,,_pequiv_fprvp,,,,,,false
soep-core,kpequiv,frenty94,,_pequiv_frenty,,,,,,false
soep-core,kpequiv,fself94,,_pequiv_fself,,,,,,false
soep-core,kpequiv,fsphlp94,,_pequiv_fsphlp,,,,,,false
soep-core,kpequiv,fssold94,,_pequiv_fssold,,,,,,false
soep-core,kpequiv,fstuy94,,_pequiv_fstuy,,,,,,false
soep-core,kpequiv,fsubst94,,_pequiv_fsubst,,,,,,false
soep-core,kpequiv,fsuby94,,_pequiv_fsuby,,,,,,false
soep-core,kpequiv,ftray94,,_pequiv_ftray,,,,,,false
soep-core,kpequiv,funay94,,_pequiv_funay,,,,,,false
soep-core,kpequiv,funby94,,_pequiv_funby,,,,,,false
soep-core,kpequiv,fwidy94,,_pequiv_fwidy,,,,,,false
soep-core,kpequiv,fxmas94,,_pequiv_fxmas,,,,,,false
soep-core,kpequiv,h1110194,,_pequiv_h11101,,,,,,false
soep-core,kpequiv,h1110294,,_pequiv_h11102,,,,,,false
soep-core,kpequiv,h1110394,,_pequiv_h11103,,,,,,false
soep-core,kpequiv,h1110494,,_pequiv_h11104,,,,,,false
soep-core,kpequiv,h1110594,,_pequiv_h11105,,,,,,false
soep-core,kpequiv,h1110694,,_pequiv_h11106,,,,,,false
soep-core,kpequiv,h1110794,,_pequiv_h11107,,,,,,false
soep-core,kpequiv,h1110894,,_pequiv_h11108,,,,,,false
soep-core,kpequiv,h1110994,,_pequiv_h11109,,,,,,false
soep-core,kpequiv,h1111094,,_pequiv_h11110,,,,,,false
soep-core,kpequiv,h1111194,,_pequiv_h11111,,,,,,false
soep-core,kpequiv,h1111294,,_pequiv_h11112,,,,,,false
soep-core,kpequiv,hhnr,,_cid,,,,,,false
soep-core,kpequiv,hhnrakt,,_hid,,,,,,false
soep-core,kpequiv,house94,,_pequiv_house,,,,,,false
soep-core,kpequiv,hsup94,,_pequiv_hsup,,,,,,false
soep-core,kpequiv,i1110194,,_pequiv_i11101,,,,,,false
soep-core,kpequiv,i1110294,,_pequiv_i11102,,,,,,false
soep-core,kpequiv,i1110394,,_pequiv_i11103,,,,,,false
soep-core,kpequiv,i1110494,,_pequiv_i11104,,,,,,false
soep-core,kpequiv,i1110594,,_pequiv_i11105,,,,,,false
soep-core,kpequiv,i1110694,,_pequiv_i11106,,,,,,false
soep-core,kpequiv,i1110794,,_pequiv_i11107,,,,,,false
soep-core,kpequiv,i1110894,,_pequiv_i11108,,,,,,false
soep-core,kpequiv,i1110994,,_pequiv_i11109,,,,,,false
soep-core,kpequiv,i1111094,,_pequiv_i11110,,,,,,false
soep-core,kpequiv,i1111194,,_pequiv_i11111,,,,,,false
soep-core,kpequiv,i1111294,,_pequiv_i11112,,,,,,false
soep-core,kpequiv,i1111394,,_pequiv_i11113,,,,,,false
soep-core,kpequiv,i1111494,,_pequiv_i11114,,,,,,false
soep-core,kpequiv,i1111594,,_pequiv_i11115,,,,,,false
soep-core,kpequiv,i1111694,,_pequiv_i11116,,,,,,false
soep-core,kpequiv,i1111794,,_pequiv_i11117,,,,,,false
soep-core,kpequiv,i1111894,,_pequiv_i11118,,,,,,false
soep-core,kpequiv,i1120194,,_pequiv_i11201,,,,,,false
soep-core,kpequiv,i1120294,,_pequiv_i11202,,,,,,false
soep-core,kpequiv,i1120394,,_pequiv_i11203,,,,,,false
soep-core,kpequiv,i1120494,,_pequiv_i11204,,,,,,false
soep-core,kpequiv,i1120594,,_pequiv_i11205,,,,,,false
soep-core,kpequiv,i1120694,,_pequiv_i11206,,,,,,false
soep-core,kpequiv,i1120794,,_pequiv_i11207,,,,,,false
soep-core,kpequiv,i1120894,,_pequiv_i11208,,,,,,false
soep-core,kpequiv,i1120994,,_pequiv_i11209,,,,,,false
soep-core,kpequiv,i1121094,,_pequiv_i11210,,,,,,false
soep-core,kpequiv,i1121794,,_pequiv_i11217,,,,,,false
soep-core,kpequiv,i1121894,,_pequiv_i11218,,,,,,false
soep-core,kpequiv,i13ly94,,_pequiv_i13ly,,,,,,false
soep-core,kpequiv,i14ly94,,_pequiv_i14ly,,,,,,false
soep-core,kpequiv,iachm94,,_pequiv_iachm,,,,,,false
soep-core,kpequiv,iagr194,,_pequiv_iagr1,,,,,,false
soep-core,kpequiv,iagr294,,_pequiv_iagr2,,,,,,false
soep-core,kpequiv,ialim94,,_pequiv_ialim,,,,,,false
soep-core,kpequiv,iciv194,,_pequiv_iciv1,,,,,,false
soep-core,kpequiv,iciv294,,_pequiv_iciv2,,,,,,false
soep-core,kpequiv,icom194,,_pequiv_icom1,,,,,,false
soep-core,kpequiv,icom294,,_pequiv_icom2,,,,,,false
soep-core,kpequiv,icomp94,,_pequiv_icomp,,,,,,false
soep-core,kpequiv,idemy94,,_pequiv_idemy,,,,,,false
soep-core,kpequiv,ielse94,,_pequiv_ielse,,,,,,false
soep-core,kpequiv,ieret94,,_pequiv_ieret,,,,,,false
soep-core,kpequiv,igray94,,_pequiv_igray,,,,,,false
soep-core,kpequiv,igrv194,,_pequiv_igrv1,,,,,,false
soep-core,kpequiv,igrv294,,_pequiv_igrv2,,,,,,false
soep-core,kpequiv,iguv194,,_pequiv_iguv1,,,,,,false
soep-core,kpequiv,iguv294,,_pequiv_iguv2,,,,,,false
soep-core,kpequiv,iholy94,,_pequiv_iholy,,,,,,false
soep-core,kpequiv,ijob194,,_pequiv_ijob1,,,,,,false
soep-core,kpequiv,ijob294,,_pequiv_ijob2,,,,,,false
soep-core,kpequiv,imaty94,,_pequiv_imaty,,,,,,false
soep-core,kpequiv,imilt94,,_pequiv_imilt,,,,,,false
soep-core,kpequiv,ioldy94,,_pequiv_ioldy,,,,,,false
soep-core,kpequiv,iothy94,,_pequiv_iothy,,,,,,false
soep-core,kpequiv,iprv194,,_pequiv_iprv1,,,,,,false
soep-core,kpequiv,iprv294,,_pequiv_iprv2,,,,,,false
soep-core,kpequiv,iprvp94,,_pequiv_iprvp,,,,,,false
soep-core,kpequiv,iself94,,_pequiv_iself,,,,,,false
soep-core,kpequiv,ismp194,,_pequiv_ismp1,,,,,,false
soep-core,kpequiv,ismp294,,_pequiv_ismp2,,,,,,false
soep-core,kpequiv,ison194,,_pequiv_ison1,,,,,,false
soep-core,kpequiv,ison294,,_pequiv_ison2,,,,,,false
soep-core,kpequiv,istuy94,,_pequiv_istuy,,,,,,false
soep-core,kpequiv,isuby94,,_pequiv_isuby,,,,,,false
soep-core,kpequiv,itray94,,_pequiv_itray,,,,,,false
soep-core,kpequiv,iunay94,,_pequiv_iunay,,,,,,false
soep-core,kpequiv,iunby94,,_pequiv_iunby,,,,,,false
soep-core,kpequiv,ivbl194,,_pequiv_ivbl1,,,,,,false
soep-core,kpequiv,ivbl294,,_pequiv_ivbl2,,,,,,false
soep-core,kpequiv,iwar194,,_pequiv_iwar1,,,,,,false
soep-core,kpequiv,iwar294,,_pequiv_iwar2,,,,,,false
soep-core,kpequiv,iwidy94,,_pequiv_iwidy,,,,,,false
soep-core,kpequiv,ixmas94,,_pequiv_ixmas,,,,,,false
soep-core,kpequiv,khhnr,,_hid,,,,,,false
soep-core,kpequiv,l1110194,,_pequiv_l11101,,,,,,false
soep-core,kpequiv,l1110294,,_pequiv_l11102,,,,,,false
soep-core,kpequiv,lossc94,,_pequiv_lossc,,,,,,false
soep-core,kpequiv,lossr94,,_pequiv_lossr,,,,,,false
soep-core,kpequiv,m1110194,,_pequiv_m11101,,,,,,false
soep-core,kpequiv,m1110294,,_pequiv_m11102,,,,,,false
soep-core,kpequiv,m1110394,,_pequiv_m11103,,,,,,false
soep-core,kpequiv,m1110494,,_pequiv_m11104,,,,,,false
soep-core,kpequiv,m1110594,,_pequiv_m11105,,,,,,false
soep-core,kpequiv,m1110694,,_pequiv_m11106,,,,,,false
soep-core,kpequiv,m1110794,,_pequiv_m11107,,,,,,false
soep-core,kpequiv,m1110894,,_pequiv_m11108,,,,,,false
soep-core,kpequiv,m1110994,,_pequiv_m11109,,,,,,false
soep-core,kpequiv,m1111094,,_pequiv_m11110,,,,,,false
soep-core,kpequiv,m1111194,,_pequiv_m11111,,,,,,false
soep-core,kpequiv,m1111294,,_pequiv_m11112,,,,,,false
soep-core,kpequiv,m1111394,,_pequiv_m11113,,,,,,false
soep-core,kpequiv,m1111494,,_pequiv_m11114,,,,,,false
soep-core,kpequiv,m1111594,,_pequiv_m11115,,,,,,false
soep-core,kpequiv,m1111694,,_pequiv_m11116,,,,,,false
soep-core,kpequiv,m1111794,,_pequiv_m11117,,,,,,false
soep-core,kpequiv,m1111894,,_pequiv_m11118,,,,,,false
soep-core,kpequiv,m1111994,,_pequiv_m11119,,,,,,false
soep-core,kpequiv,m1112094,,_pequiv_m11120,,,,,,false
soep-core,kpequiv,m1112194,,_pequiv_m11121,,,,,,false
soep-core,kpequiv,m1112294,,_pequiv_m11122,,,,,,false
soep-core,kpequiv,m1112394,,_pequiv_m11123,,,,,,false
soep-core,kpequiv,m1112494,,_pequiv_m11124,,,,,,false
soep-core,kpequiv,m1112594,,_pequiv_m11125,,,,,,false
soep-core,kpequiv,m1112694,,_pequiv_m11126,,,,,,false
soep-core,kpequiv,m1112794,,_pequiv_m11127,,,,,,false
soep-core,kpequiv,nursh94,,_pequiv_nursh,,,,,,false
soep-core,kpequiv,opery94,,_pequiv_opery,,,,,,false
soep-core,kpequiv,p1110194,,_pequiv_p11101,,,,,,false
soep-core,kpequiv,persnr,,_pid,,,,,,false
soep-core,kpequiv,renty94,,_pequiv_renty,,,,,,false
soep-core,kpequiv,sphlp94,,_pequiv_sphlp,,,,,,false
soep-core,kpequiv,ssold94,,_pequiv_ssold,,,,,,false
soep-core,kpequiv,subst94,,_pequiv_subst,,,,,,false
soep-core,kpequiv,w1110194,,_pequiv_w11101,,,,,,false
soep-core,kpequiv,w1110294,,_pequiv_w11102,,,,,,false
soep-core,kpequiv,w1110394,,_pequiv_w11103,,,,,,false
soep-core,kpequiv,w1110494,,_pequiv_w11104,,,,,,false
soep-core,kpequiv,w1110594,,_pequiv_w11105,,,,,,false
soep-core,kpequiv,w1110794,,_pequiv_w11107,,,,,,false
soep-core,kpequiv,w1110894,,_pequiv_w11108,,,,,,false
soep-core,kpequiv,w1110994,,_pequiv_w11109,,,,,,false
soep-core,kpequiv,w1111094,,_pequiv_w11110,,,,,,false
soep-core,kpequiv,w1111194,,_pequiv_w11111,,,,,,false
soep-core,kpequiv,x11101ll,,_pequiv_x11101ll,,,,,,false
soep-core,kpequiv,x1110294,,_pequiv_x11102,,,,,,false
soep-core,kpequiv,x1110394,,_pequiv_x11103,,,,,,false
soep-core,kpequiv,x11104ll,,_pequiv_x11104ll,,,,,,false
soep-core,kpequiv,x1110594,,_pequiv_x11105,,,,,,false
soep-core,kpequiv,y1110194,,_pequiv_y11101,,,,,,false
soep-core,kpgen,allbet94,,_pgen_pgallbet,,,,,,false
soep-core,kpgen,ausb94,,_pgen_pgausb,,,,,,false
soep-core,kpgen,autono94,,_pgen_pgautono,,,,,,false
soep-core,kpgen,betr94,,_pgen_pgbetr,,,,,,false
soep-core,kpgen,bilztch94,,_pgen_pgbilztch,,,,,,false
soep-core,kpgen,bilztev94,,_pgen_pgbilztev,,,,,,false
soep-core,kpgen,casmin94,,_pgen_pgcasmin,,,,,,false
soep-core,kpgen,corejobend94,,_pgen_pgcorejobend,,,,,,false
soep-core,kpgen,degree94,,_pgen_pgdegree,,,,,,false
soep-core,kpgen,egp94,,_pgen_pgegp,,,,,,false
soep-core,kpgen,emplst94,,_pgen_pgemplst,,,,,,false
soep-core,kpgen,erljob94,,_pgen_pgerljob,,,,,,false
soep-core,kpgen,erwtyp94,,_pgen_pgerwtyp,,,,,,false
soep-core,kpgen,expft94,,_pgen_pgexpft,,,,,,false
soep-core,kpgen,exppt94,,_pgen_pgexppt,,,,,,false
soep-core,kpgen,expue94,,_pgen_pgexpue,,,,,,false
soep-core,kpgen,fdt_f94,,_pgen_pgfdt_f,,,,,,false
soep-core,kpgen,field94,,_pgen_pgfield,,,,,,false
soep-core,kpgen,hhnr,,_cid,,,,,,false
soep-core,kpgen,hhnrakt,,_hid,,,,,,false
soep-core,kpgen,impgro94,,_pgen_pgimpgro,,,,,,false
soep-core,kpgen,impnet94,,_pgen_pgimpnet,,,,,,false
soep-core,kpgen,impsnd94,,_pgen_pgimpsnd,,,,,,false
soep-core,kpgen,is8894,,_pgen_pgis88,,,,,,false
soep-core,kpgen,isced94,,_pgen_pgisced,,,,,,false
soep-core,kpgen,isei94,,_pgen_pgisei,,,,,,false
soep-core,kpgen,jobch94,,_pgen_pgjobch,,,,,,false
soep-core,kpgen,jobend94,,_pgen_pgjobend,,,,,,false
soep-core,kpgen,kbilzeit,,_pgen_pgbilzt,,,,,,false
soep-core,kpgen,kerwzeit,,_pgen_pgerwzt,,,,,,false
soep-core,kpgen,kfamstd,,_pgen_pgfamstd,,,,,,false
soep-core,kpgen,khhnr,,_hid,,,,,,false
soep-core,kpgen,klas94,,_pgen_pgklas,,,,,,false
soep-core,kpgen,kpbbil01,,_pgen_pgbbil01,,,,,,false
soep-core,kpgen,kpbbil02,,_pgen_pgbbil02,,,,,,false
soep-core,kpgen,kpbbil03,,_pgen_pgbbil03,,,,,,false
soep-core,kpgen,kpbbila,,_pgen_pgbbila,,,,,,false
soep-core,kpgen,kpbbilo,,_pgen_pgbbilo,,,,,,false
soep-core,kpgen,kpsbil,,_pgen_pgsbil,,,,,,false
soep-core,kpgen,kpsbila,,_pgen_pgsbila,,,,,,false
soep-core,kpgen,kpsbilo,,_pgen_pgsbilo,,,,,,false
soep-core,kpgen,ktatzeit,,_pgen_pgtatzt,,,,,,false
soep-core,kpgen,kuebstd,,_pgen_pguebstd,,,,,,false
soep-core,kpgen,kvebzeit,,_pgen_pgvebzt,,,,,,false
soep-core,kpgen,labgro94,,_pgen_pglabgro,,,,,,false
soep-core,kpgen,labnet94,,_pgen_pglabnet,,,,,,false
soep-core,kpgen,lfs94,,_pgen_pglfs,,,,,,false
soep-core,kpgen,mode94,,_pgen_pgmode,,,,,,false
soep-core,kpgen,month94,,_pgen_pgmonth,,,,,,false
soep-core,kpgen,mps94,,_pgen_pgmps,,,,,,false
soep-core,kpgen,nace94,,_pgen_pgnace,,,,,,false
soep-core,kpgen,nation94,,_pgen_pgnation,,,,,,false
soep-core,kpgen,oeffd94,,_pgen_pgoeffd,,,,,,false
soep-core,kpgen,partnr94,,_pgen_pgpartnr,,,,,,false
soep-core,kpgen,partz94,,_pgen_pgpartz,,,,,,false
soep-core,kpgen,persnr,,_pid,,,,,,false
soep-core,kpgen,siops94,,_pgen_pgsiops,,,,,,false
soep-core,kpgen,sndjob94,,_pgen_pgsndjob,,,,,,false
soep-core,kpgen,stib94,,_pgen_pgstib,,,,,,false
soep-core,kpgen,traina94,,_pgen_pgtraina,,,,,,false
soep-core,kpgen,trainb94,,_pgen_pgtrainb,,,,,,false
soep-core,kpgen,trainc94,,_pgen_pgtrainc,,,,,,false
soep-core,kpgen,traind94,,_pgen_pgtraind,,,,,,false
soep-core,kpkal,hhnr,,_cid,,,,,,false
soep-core,kpkal,hhnrakt,,_hid,,,,,,false
soep-core,kpkal,khhnr,,_hid,,,,,,false
soep-core,kpkal,kp1a,,kal1a,,,,,,false
soep-core,kpkal,kp1a001,,kal1a001,,,,,,false
soep-core,kpkal,kp1a002,,kal1a002,,,,,,false
soep-core,kpkal,kp1a003,,kal1a003,,,,,,false
soep-core,kpkal,kp1a004,,kal1a004,,,,,,false
soep-core,kpkal,kp1a005,,kal1a005,,,,,,false
soep-core,kpkal,kp1a006,,kal1a006,,,,,,false
soep-core,kpkal,kp1a007,,kal1a007,,,,,,false
soep-core,kpkal,kp1a008,,kal1a008,,,,,,false
soep-core,kpkal,kp1a009,,kal1a009,,,,,,false
soep-core,kpkal,kp1a01,,kal1a01,,,,,,false
soep-core,kpkal,kp1a010,,kal1a010,,,,,,false
soep-core,kpkal,kp1a011,,kal1a011,,,,,,false
soep-core,kpkal,kp1a012,,kal1a012,,,,,,false
soep-core,kpkal,kp1a02,,kal1a02,,,,,,false
soep-core,kpkal,kp1b,,kal1b,,,,,,false
soep-core,kpkal,kp1b001,,kal1b001,,,,,,false
soep-core,kpkal,kp1b002,,kal1b002,,,,,,false
soep-core,kpkal,kp1b003,,kal1b003,,,,,,false
soep-core,kpkal,kp1b004,,kal1b004,,,,,,false
soep-core,kpkal,kp1b005,,kal1b005,,,,,,false
soep-core,kpkal,kp1b006,,kal1b006,,,,,,false
soep-core,kpkal,kp1b007,,kal1b007,,,,,,false
soep-core,kpkal,kp1b008,,kal1b008,,,,,,false
soep-core,kpkal,kp1b009,,kal1b009,,,,,,false
soep-core,kpkal,kp1b01,,kal1b01,,,,,,false
soep-core,kpkal,kp1b010,,kal1b010,,,,,,false
soep-core,kpkal,kp1b011,,kal1b011,,,,,,false
soep-core,kpkal,kp1b012,,kal1b012,,,,,,false
soep-core,kpkal,kp1b02,,kal1b02,,,,,,false
soep-core,kpkal,kp1c,,kal1c,,,,,,false
soep-core,kpkal,kp1c001,,kal1c001,,,,,,false
soep-core,kpkal,kp1c002,,kal1c002,,,,,,false
soep-core,kpkal,kp1c003,,kal1c003,,,,,,false
soep-core,kpkal,kp1c004,,kal1c004,,,,,,false
soep-core,kpkal,kp1c005,,kal1c005,,,,,,false
soep-core,kpkal,kp1c006,,kal1c006,,,,,,false
soep-core,kpkal,kp1c007,,kal1c007,,,,,,false
soep-core,kpkal,kp1c008,,kal1c008,,,,,,false
soep-core,kpkal,kp1c009,,kal1c009,,,,,,false
soep-core,kpkal,kp1c01,,kal1c01,,,,,,false
soep-core,kpkal,kp1c010,,kal1c010,,,,,,false
soep-core,kpkal,kp1c011,,kal1c011,,,,,,false
soep-core,kpkal,kp1c012,,kal1c012,,,,,,false
soep-core,kpkal,kp1c02,,kal1c02,,,,,,false
soep-core,kpkal,kp1d,,kal1d,,,,,,false
soep-core,kpkal,kp1d001,,kal1d001,,,,,,false
soep-core,kpkal,kp1d002,,kal1d002,,,,,,false
soep-core,kpkal,kp1d003,,kal1d003,,,,,,false
soep-core,kpkal,kp1d004,,kal1d004,,,,,,false
soep-core,kpkal,kp1d005,,kal1d005,,,,,,false
soep-core,kpkal,kp1d006,,kal1d006,,,,,,false
soep-core,kpkal,kp1d007,,kal1d007,,,,,,false
soep-core,kpkal,kp1d008,,kal1d008,,,,,,false
soep-core,kpkal,kp1d009,,kal1d009,,,,,,false
soep-core,kpkal,kp1d01,,kal1d01,,,,,,false
soep-core,kpkal,kp1d010,,kal1d010,,,,,,false
soep-core,kpkal,kp1d011,,kal1d011,,,,,,false
soep-core,kpkal,kp1d012,,kal1d012,,,,,,false
soep-core,kpkal,kp1d02,,kal1d02,,,,,,false
soep-core,kpkal,kp1e,,kal1e,,,,,,false
soep-core,kpkal,kp1e001,,kal1e001,,,,,,false
soep-core,kpkal,kp1e002,,kal1e002,,,,,,false
soep-core,kpkal,kp1e003,,kal1e003,,,,,,false
soep-core,kpkal,kp1e004,,kal1e004,,,,,,false
soep-core,kpkal,kp1e005,,kal1e005,,,,,,false
soep-core,kpkal,kp1e006,,kal1e006,,,,,,false
soep-core,kpkal,kp1e007,,kal1e007,,,,,,false
soep-core,kpkal,kp1e008,,kal1e008,,,,,,false
soep-core,kpkal,kp1e009,,kal1e009,,,,,,false
soep-core,kpkal,kp1e01,,kal1e01,,,,,,false
soep-core,kpkal,kp1e010,,kal1e010,,,,,,false
soep-core,kpkal,kp1e011,,kal1e011,,,,,,false
soep-core,kpkal,kp1e012,,kal1e012,,,,,,false
soep-core,kpkal,kp1e02,,kal1e02,,,,,,false
soep-core,kpkal,kp1f,,kal1f,,,,,,false
soep-core,kpkal,kp1f001,,kal1f001,,,,,,false
soep-core,kpkal,kp1f002,,kal1f002,,,,,,false
soep-core,kpkal,kp1f003,,kal1f003,,,,,,false
soep-core,kpkal,kp1f004,,kal1f004,,,,,,false
soep-core,kpkal,kp1f005,,kal1f005,,,,,,false
soep-core,kpkal,kp1f006,,kal1f006,,,,,,false
soep-core,kpkal,kp1f007,,kal1f007,,,,,,false
soep-core,kpkal,kp1f008,,kal1f008,,,,,,false
soep-core,kpkal,kp1f009,,kal1f009,,,,,,false
soep-core,kpkal,kp1f01,,kal1f01,,,,,,false
soep-core,kpkal,kp1f010,,kal1f010,,,,,,false
soep-core,kpkal,kp1f011,,kal1f011,,,,,,false
soep-core,kpkal,kp1f012,,kal1f012,,,,,,false
soep-core,kpkal,kp1f02,,kal1f02,,,,,,false
soep-core,kpkal,kp1g,,kal1g,,,,,,false
soep-core,kpkal,kp1g001,,kal1g001,,,,,,false
soep-core,kpkal,kp1g002,,kal1g002,,,,,,false
soep-core,kpkal,kp1g003,,kal1g003,,,,,,false
soep-core,kpkal,kp1g004,,kal1g004,,,,,,false
soep-core,kpkal,kp1g005,,kal1g005,,,,,,false
soep-core,kpkal,kp1g006,,kal1g006,,,,,,false
soep-core,kpkal,kp1g007,,kal1g007,,,,,,false
soep-core,kpkal,kp1g008,,kal1g008,,,,,,false
soep-core,kpkal,kp1g009,,kal1g009,,,,,,false
soep-core,kpkal,kp1g01,,kal1g01,,,,,,false
soep-core,kpkal,kp1g010,,kal1g010,,,,,,false
soep-core,kpkal,kp1g011,,kal1g011,,,,,,false
soep-core,kpkal,kp1g012,,kal1g012,,,,,,false
soep-core,kpkal,kp1g02,,kal1g02,,,,,,false
soep-core,kpkal,kp1h,,kal1h,,,,,,false
soep-core,kpkal,kp1h001,,kal1h001,,,,,,false
soep-core,kpkal,kp1h002,,kal1h002,,,,,,false
soep-core,kpkal,kp1h003,,kal1h003,,,,,,false
soep-core,kpkal,kp1h004,,kal1h004,,,,,,false
soep-core,kpkal,kp1h005,,kal1h005,,,,,,false
soep-core,kpkal,kp1h006,,kal1h006,,,,,,false
soep-core,kpkal,kp1h007,,kal1h007,,,,,,false
soep-core,kpkal,kp1h008,,kal1h008,,,,,,false
soep-core,kpkal,kp1h009,,kal1h009,,,,,,false
soep-core,kpkal,kp1h01,,kal1h01,,,,,,false
soep-core,kpkal,kp1h010,,kal1h010,,,,,,false
soep-core,kpkal,kp1h011,,kal1h011,,,,,,false
soep-core,kpkal,kp1h012,,kal1h012,,,,,,false
soep-core,kpkal,kp1h02,,kal1h02,,,,,,false
soep-core,kpkal,kp1i,,kal1i,,,,,,false
soep-core,kpkal,kp1i001,,kal1i001,,,,,,false
soep-core,kpkal,kp1i002,,kal1i002,,,,,,false
soep-core,kpkal,kp1i003,,kal1i003,,,,,,false
soep-core,kpkal,kp1i004,,kal1i004,,,,,,false
soep-core,kpkal,kp1i005,,kal1i005,,,,,,false
soep-core,kpkal,kp1i006,,kal1i006,,,,,,false
soep-core,kpkal,kp1i007,,kal1i007,,,,,,false
soep-core,kpkal,kp1i008,,kal1i008,,,,,,false
soep-core,kpkal,kp1i009,,kal1i009,,,,,,false
soep-core,kpkal,kp1i01,,kal1i01,,,,,,false
soep-core,kpkal,kp1i010,,kal1i010,,,,,,false
soep-core,kpkal,kp1i011,,kal1i011,,,,,,false
soep-core,kpkal,kp1i012,,kal1i012,,,,,,false
soep-core,kpkal,kp1i02,,kal1i02,,,,,,false
soep-core,kpkal,kp1j,,kal1j,,,,,,false
soep-core,kpkal,kp1j001,,kal1j001,,,,,,false
soep-core,kpkal,kp1j002,,kal1j002,,,,,,false
soep-core,kpkal,kp1j003,,kal1j003,,,,,,false
soep-core,kpkal,kp1j004,,kal1j004,,,,,,false
soep-core,kpkal,kp1j005,,kal1j005,,,,,,false
soep-core,kpkal,kp1j006,,kal1j006,,,,,,false
soep-core,kpkal,kp1j007,,kal1j007,,,,,,false
soep-core,kpkal,kp1j008,,kal1j008,,,,,,false
soep-core,kpkal,kp1j009,,kal1j009,,,,,,false
soep-core,kpkal,kp1j01,,kal1j01,,,,,,false
soep-core,kpkal,kp1j010,,kal1j010,,,,,,false
soep-core,kpkal,kp1j011,,kal1j011,,,,,,false
soep-core,kpkal,kp1j012,,kal1j012,,,,,,false
soep-core,kpkal,kp1j02,,kal1j02,,,,,,false
soep-core,kpkal,kp1k,,item_1922,,,,,,false
soep-core,kpkal,kp1k001,,kal1k001,,,,,,false
soep-core,kpkal,kp1k002,,kal1k002,,,,,,false
soep-core,kpkal,kp1k003,,kal1k003,,,,,,false
soep-core,kpkal,kp1k004,,kal1k004,,,,,,false
soep-core,kpkal,kp1k005,,kal1k005,,,,,,false
soep-core,kpkal,kp1k006,,kal1k006,,,,,,false
