study,instrument,question,item,dataset,variable,concept
soep-core,soep-core-2018-pb-m345-erst,Q421,pmas19,PB18_M345,pmas19,pmas19
soep-core,soep-core-2018-pb-m345-erst,Q422,prisk,PB18_M345,prisk,prisk
soep-core,soep-core-2018-pb-m345-erst,Q423,prel,PB18_M345,prel,prel
soep-core,soep-core-2018-pb-m345-erst,Q424,prelch,PB18_M345,prelch,prelch
soep-core,soep-core-2018-pb-m345-erst,Q425,prelis,PB18_M345,prelis,prelis
soep-core,soep-core-2018-pb-m345-erst,Q426,prelso,PB18_M345,prelso,prelso
soep-core,soep-core-2018-pb-m345-erst,Q427,prelwz,PB18_M345,prelwz,prelwz
soep-core,soep-core-2018-pb-m345-erst,Q428,prelhb,PB18_M345,prelhb,prelhb
soep-core,soep-core-2018-pb-m345-erst,Q429,prelhrv,PB18_M345,prelhrv,prelhrv
soep-core,soep-core-2018-pb-m345-erst,Q430,psor02,PB18_M345,psor02,psor02
soep-core,soep-core-2018-pb-m345-erst,Q431,psor03,PB18_M345,psor03,psor03
soep-core,soep-core-2018-pb-m345-erst,Q432,psor09,PB18_M345,psor09,psor09
soep-core,soep-core-2018-pb-m345-erst,Q433,psor23,PB18_M345,psor23,psor23
soep-core,soep-core-2018-pb-m345-erst,Q434,psor24,PB18_M345,psor24,psor24
soep-core,soep-core-2018-pb-m345-erst,Q435,psor27,PB18_M345,psor27,psor27
soep-core,soep-core-2018-pb-m345-erst,Q436,psor25,PB18_M345,psor25,psor25
soep-core,soep-core-2018-pb-m345-erst,Q437,psor26,PB18_M345,psor26,psor26
soep-core,soep-core-2018-pb-m345-erst,Q438,ppol1,PB18_M345,ppol1,ppol1
soep-core,soep-core-2018-pb-m345-erst,Q440,paksit1,PB18_M345,paksit1,paksit1
soep-core,soep-core-2018-pb-m345-erst,Q441,paksit1a,PB18_M345,paksit1a,paksit1a
soep-core,soep-core-2018-pb-m345-erst,Q442,paksit2,PB18_M345,paksit2,paksit2
soep-core,soep-core-2018-pb-m345-erst,Q443,paksit2a,PB18_M345,paksit2a,paksit2a
soep-core,soep-core-2018-pb-m345-erst,Q444,paksit3,PB18_M345,paksit3,paksit3
soep-core,soep-core-2018-pb-m345-erst,Q445,paksit3a,PB18_M345,paksit3a,paksit3a
soep-core,soep-core-2018-pb-m345-erst,Q446,paksit4,PB18_M345,paksit4,paksit4
soep-core,soep-core-2018-pb-m345-erst,Q447,paksit4a,PB18_M345,paksit4a,paksit4a
soep-core,soep-core-2018-pb-m345-erst,Q448,paksit5,PB18_M345,paksit5,paksit5
soep-core,soep-core-2018-pb-m345-erst,Q449,paksit5a,PB18_M345,paksit5a,paksit5a
soep-core,soep-core-2018-pb-m345-erst,Q450,paksit6,PB18_M345,paksit6,paksit6
soep-core,soep-core-2018-pb-m345-erst,Q451,paksit6a,PB18_M345,paksit6a,paksit6a
soep-core,soep-core-2018-pb-m345-erst,Q453,pregzu1,PB18_M345,pregzu1,pregzu1
soep-core,soep-core-2018-pb-m345-erst,Q454,pregzu1a,PB18_M345,pregzu1a,pregzu1a
soep-core,soep-core-2018-pb-m345-erst,Q455,pregzu2,PB18_M345,pregzu2,pregzu2
soep-core,soep-core-2018-pb-m345-erst,Q456,pregzu2a,PB18_M345,pregzu2a,pregzu2a
soep-core,soep-core-2018-pb-m345-erst,Q457,pregzu3,PB18_M345,pregzu3,pregzu3
soep-core,soep-core-2018-pb-m345-erst,Q458,pregzu3a,PB18_M345,pregzu3a,pregzu3a
soep-core,soep-core-2018-pb-m345-erst,Q460,pzudem1,PB18_M345,pzudem1,pzudem1
soep-core,soep-core-2018-pb-m345-erst,Q461,pzudem2,PB18_M345,pzudem2,pzudem2
soep-core,soep-core-2018-pb-m345-erst,Q462,pzudem3,PB18_M345,pzudem3,pzudem3
soep-core,soep-core-2018-pb-m345-erst,Q463,pzudem4,PB18_M345,pzudem4,pzudem4
soep-core,soep-core-2018-pb-m345-erst,Q464,pzudem5,PB18_M345,pzudem5,pzudem5
soep-core,soep-core-2018-pb-m345-erst,Q465,pzudem6,PB18_M345,pzudem6,pzudem6
soep-core,soep-core-2018-pb-m345-erst,Q467,pmasst1,PB18_M345,pmasst1,pmasst1
soep-core,soep-core-2018-pb-m345-erst,Q468,pmasst2,PB18_M345,pmasst2,pmasst2
soep-core,soep-core-2018-pb-m345-erst,Q469,pmasst3,PB18_M345,pmasst3,pmasst3
soep-core,soep-core-2018-pb-m345-erst,Q470,pmasst4,PB18_M345,pmasst4,pmasst4
soep-core,soep-core-2018-pb-m345-erst,Q471,pmasst5,PB18_M345,pmasst5,pmasst5
soep-core,soep-core-2018-pb-m345-erst,Q473,pmver1,PB18_M345,pmver1,pmver1
soep-core,soep-core-2018-pb-m345-erst,Q474,pmver2,PB18_M345,pmver2,pmver2
soep-core,soep-core-2018-pb-m345-erst,Q475,pmver3,PB18_M345,pmver3,pmver3
soep-core,soep-core-2018-pb-m345-erst,Q476,pmver4,PB18_M345,pmver4,pmver4
soep-core,soep-core-2018-pb-m345-erst,Q477,pmver5,PB18_M345,pmver5,pmver5
soep-core,soep-core-2018-pb-m345-erst,Q478,pmver6,PB18_M345,pmver6,pmver6
soep-core,soep-core-2018-pb-m345-erst,Q479,pfamsta,PB18_M345,pfamsta,pfamsta
soep-core,soep-core-2018-pb-m345-erst,Q480,pehewo,PB18_M345,pehewo,pehewo
soep-core,soep-core-2018-pb-m345-erst,Q481,ppnamep,PB18_M345,ppnamep,ppnamep
soep-core,soep-core-2018-pb-m345-erst,Q482,peheplan,PB18_M345,peheplan,peheplan
soep-core,soep-core-2018-pb-m345-erst,Q483,plebersta,PB18_M345,plebersta,plebersta
soep-core,soep-core-2018-pb-m345-erst,Q484,plebp,PB18_M345,plebp,plebp
soep-core,soep-core-2018-pb-m345-erst,Q485,plebwo,PB18_M345,plebwo,plebwo
soep-core,soep-core-2018-pb-m345-erst,Q486,ppnamelp,PB18_M345,ppnamelp,ppnamelp
soep-core,soep-core-2018-pb-m345-erst,Q487,pleberst,PB18_M345,pleberst,pleberst
soep-core,soep-core-2018-pb-m345-erst,Q488,plebplan,PB18_M345,plebplan,plebplan
soep-core,soep-core-2018-pb-m345-erst,Q489,lbsja,PB18_M345,lbsja,lbsja
soep-core,soep-core-2018-pb-m345-erst,Q490,lbsanz,PB18_M345,lbsanz,lbsanz
soep-core,soep-core-2018-pb-m345-erst,Q491,lbswo1,PB18_M345,lbswo1,lbswo1
soep-core,soep-core-2018-pb-m345-erst,Q491,lbswo2,PB18_M345,lbswo2,lbswo2
soep-core,soep-core-2018-pb-m345-erst,Q491,lbswo3,PB18_M345,lbswo3,lbswo3
soep-core,soep-core-2018-pb-m345-erst,Q491,lbswo4,PB18_M345,lbswo4,lbswo4
soep-core,soep-core-2018-pb-m345-erst,Q491,lbswo5,PB18_M345,lbswo5,lbswo5
soep-core,soep-core-2018-pb-m345-erst,Q492,lbsplan,PB18_M345,lbsplan,lbsplan
soep-core,soep-core-2018-pb-m345-erst,Q493,lbsplanz,PB18_M345,lbsplanz,lbsplanz
soep-core,soep-core-2018-pb-m345-erst,Q494,lkja,PB18_M345,lkja,lkja
soep-core,soep-core-2018-pb-m345-erst,Q495,lkind,PB18_M345,lkind,lkind
soep-core,soep-core-2018-pb-m345-erst,Q497,lkgeb1,PB18_M345,lkgeb1,lkgeb1
soep-core,soep-core-2018-pb-m345-erst,Q498,lksex1,PB18_M345,lksex1,lksex1
soep-core,soep-core-2018-pb-m345-erst,Q499,lkleb1,PB18_M345,lkleb1,lkleb1
soep-core,soep-core-2018-pb-m345-erst,Q500,lkplan1,PB18_M345,lkplan1,lkplan1
soep-core,soep-core-2018-pb-m345-erst,Q529,lmleb,PB18_M345,lmleb,lmleb
soep-core,soep-core-2018-pb-m345-erst,Q530,lm02,PB18_M345,lm02,lm02
soep-core,soep-core-2018-pb-m345-erst,Q531,lm03c1,PB18_M345,lm03c1,lm03c1
soep-core,soep-core-2018-pb-m345-erst,Q531,lmzugm,PB18_M345,lmzugm,lmzugm
soep-core,soep-core-2018-pb-m345-erst,Q531,lmzugno,PB18_M345,lmzugno,lmzugno
soep-core,soep-core-2018-pb-m345-erst,Q532,lmplan,PB18_M345,lmplan,lmplan
soep-core,soep-core-2018-pb-m345-erst,Q533,lm03,PB18_M345,lm03,lm03
soep-core,soep-core-2018-pb-m345-erst,Q534,lmgebl,PB18_M345,lmgebl,lmgebl
soep-core,soep-core-2018-pb-m345-erst,Q535,lmschul,PB18_M345,lmschul,lmschul
soep-core,soep-core-2018-pb-m345-erst,Q536,lm06,PB18_M345,lm06,lm06
soep-core,soep-core-2018-pb-m345-erst,Q537,lvleb,PB18_M345,lvleb,lvleb
soep-core,soep-core-2018-pb-m345-erst,Q538,lv02,PB18_M345,lv02,lv02
soep-core,soep-core-2018-pb-m345-erst,Q539,lv03c,PB18_M345,lv03c,lv03c
soep-core,soep-core-2018-pb-m345-erst,Q539,lvzugm,PB18_M345,lvzugm,lvzugm
soep-core,soep-core-2018-pb-m345-erst,Q540,lvplan,PB18_M345,lvplan,lvplan
soep-core,soep-core-2018-pb-m345-erst,Q541,lv03,PB18_M345,lv03,lv03
soep-core,soep-core-2018-pb-m345-erst,Q542,lvgebl,PB18_M345,lvgebl,lvgebl
soep-core,soep-core-2018-pb-m345-erst,Q543,lvschul,PB18_M345,lvschul,lvschul
soep-core,soep-core-2018-pb-m345-erst,Q544,lv06,PB18_M345,lv06,lv06
soep-core,soep-core-2018-pb-m345-erst,Q545,lavja,PB18_M345,lavja,lavja
soep-core,soep-core-2018-pb-m345-erst,Q546,lavanz,PB18_M345,lavanz,lavanz
soep-core,soep-core-2018-pb-m345-erst,Q547,lavleb1,PB18_M345,lavleb1,lavleb1
soep-core,soep-core-2018-pb-m345-erst,Q547,lavleb2,PB18_M345,lavleb2,lavleb2
soep-core,soep-core-2018-pb-m345-erst,Q547,lavleb3,PB18_M345,lavleb3,lavleb3
soep-core,soep-core-2018-pb-m345-erst,Q547,lavleb4,PB18_M345,lavleb4,lavleb4
soep-core,soep-core-2018-pb-m345-erst,Q547,lavleb5,PB18_M345,lavleb5,lavleb5
soep-core,soep-core-2018-pb-m345-erst,Q548,lavplan,PB18_M345,lavplan,lavplan
soep-core,soep-core-2018-pb-m345-erst,Q549,lavplanz,PB18_M345,lavplanz,lavplanz
soep-core,soep-core-2018-pb-m345-erst,Q550,punt11,PB18_M345,punt11,punt11
soep-core,soep-core-2018-pb-m345-erst,Q550,punt21,PB18_M345,punt21,punt21
soep-core,soep-core-2018-pb-m345-erst,Q550,punt31,PB18_M345,punt31,punt31
soep-core,soep-core-2018-pb-m345-erst,Q550,punt41,PB18_M345,punt41,punt41
soep-core,soep-core-2018-pb-m345-erst,Q550,punt51,PB18_M345,punt51,punt51
soep-core,soep-core-2018-pb-m345-erst,Q550,puntno,PB18_M345,puntno,puntno
soep-core,soep-core-2018-pb-m345-erst,Q551,punt12,PB18_M345,punt12,punt12
soep-core,soep-core-2018-pb-m345-erst,Q552,punt13,PB18_M345,punt13,punt13
soep-core,soep-core-2018-pb-m345-erst,Q552,punt14,PB18_M345,punt14,punt14
soep-core,soep-core-2018-pb-m345-erst,Q552,punt15,PB18_M345,punt15,punt15
soep-core,soep-core-2018-pb-m345-erst,Q553,punt22,PB18_M345,punt22,punt22
soep-core,soep-core-2018-pb-m345-erst,Q554,punt23,PB18_M345,punt23,punt23
soep-core,soep-core-2018-pb-m345-erst,Q554,punt24,PB18_M345,punt24,punt24
soep-core,soep-core-2018-pb-m345-erst,Q554,punt25,PB18_M345,punt25,punt25
soep-core,soep-core-2018-pb-m345-erst,Q555,punt32,PB18_M345,punt32,punt32
soep-core,soep-core-2018-pb-m345-erst,Q556,punt33,PB18_M345,punt33,punt33
soep-core,soep-core-2018-pb-m345-erst,Q556,punt34,PB18_M345,punt34,punt34
soep-core,soep-core-2018-pb-m345-erst,Q556,punt35,PB18_M345,punt35,punt35
soep-core,soep-core-2018-pb-m345-erst,Q557,punt42,PB18_M345,punt42,punt42
soep-core,soep-core-2018-pb-m345-erst,Q558,punt43,PB18_M345,punt43,punt43
soep-core,soep-core-2018-pb-m345-erst,Q558,punt44,PB18_M345,punt44,punt44
soep-core,soep-core-2018-pb-m345-erst,Q558,punt45,PB18_M345,punt45,punt45
soep-core,soep-core-2018-pb-m345-erst,Q559,punt52,PB18_M345,punt52,punt52
soep-core,soep-core-2018-pb-m345-erst,Q560,punt53,PB18_M345,punt53,punt53
soep-core,soep-core-2018-pb-m345-erst,Q560,punt54,PB18_M345,punt54,punt54
soep-core,soep-core-2018-pb-m345-erst,Q560,punt55,PB18_M345,punt55,punt55
soep-core,soep-core-2018-pb-m345-erst,Q561,pzule1,PB18_M345,pzule1,pzule1
soep-core,soep-core-2018-pb-m345-erst,Q564,reclink,PB18_M345,reclink,reclink
soep-core,soep-core-2018-pb-m345-erst,Q567,i1,PB18_M345,I1,i1
soep-core,soep-core-2018-pb-m345-erst,Q568,i2,PB18_M345,I2,i2
soep-core,soep-core-2018-pb-m345-erst,Q569,i3,PB18_M345,I3,i3
soep-core,soep-core-2018-pb-m345-erst,Q570,i6,PB18_M345,I6,i6
soep-core,soep-core-2018-pb-m345-erst,Q571,i7,PB18_M345,I7,i7
soep-core,soep-core-2018-pb-m345-erst,Q572,i8,PB18_M345,I8,i8
soep-core,soep-core-2018-pb-m345-erst,Q573,i9,PB18_M345,I9,i9
soep-core,soep-core-2018-pb-m345-erst,Q574,i10,PB18_M345,I10,i10
soep-core,soep-core-2018-pb-m345-erst,Q575,i11,PB18_M345,I11,i11
soep-core,soep-core-2018-pb-m345-erst,Q576,i12,PB18_M345,I12,i12
soep-core,soep-core-2018-pb-m345-erst,Q577,i131,PB18_M345,I131,i131
soep-core,soep-core-2018-pb-m345-erst,Q577,i132,PB18_M345,I132,i132
soep-core,soep-core-2018-pb-m345-erst,Q577,i133,PB18_M345,I133,i133
soep-core,soep-core-2018-pb-m345-erst,Q578,i14,PB18_M345,I14,i14
soep-core,soep-core-2018-pb-m345-erst,Q579,i15,PB18_M345,I15,i15
soep-core,soep-core-2018-pb-m345-erst,Q580,i16,PB18_M345,I16,i16
soep-core,soep-core-2018-pb-m345-wieder,100,psparb,P18_M345,psparb,psparb
soep-core,soep-core-2018-pb-m345-wieder,101,pspaus,P18_M345,pspaus,pspaus
soep-core,soep-core-2018-pb-m345-wieder,102,pnat20,P18_M345,pnat20,pnat20
soep-core,soep-core-2018-pb-m345-wieder,104,lintk,P18_M345,lintk,lintk
soep-core,soep-core-2018-pb-m345-wieder,105,lintkaj,P18_M345,lintkaj,lintkaj
soep-core,soep-core-2018-pb-m345-wieder,105,lintkaka,P18_M345,lintkaka,
soep-core,soep-core-2018-pb-m345-wieder,105,lintkam,P18_M345,lintkam,lintkam
soep-core,soep-core-2018-pb-m345-wieder,106,lintke,P18_M345,lintke,lintke
soep-core,soep-core-2018-pb-m345-wieder,106,lintkej,P18_M345,lintkej,lintkej
soep-core,soep-core-2018-pb-m345-wieder,106,lintkem,P18_M345,lintkem,lintkem
soep-core,soep-core-2018-pb-m345-wieder,107,lintkdt,P18_M345,lintkdt,lintkdt
soep-core,soep-core-2018-pb-m345-wieder,108,lintkniv,P18_M345,lintkniv,lintkniv
soep-core,soep-core-2018-pb-m345-wieder,109,lintkhil,P18_M345,lintkhil,lintkhil
soep-core,soep-core-2018-pb-m345-wieder,11,pzuf05,P18_M345,pzuf05,pzuf05
soep-core,soep-core-2018-pb-m345-wieder,110,lesfk,P18_M345,lesfk,lesfk
soep-core,soep-core-2018-pb-m345-wieder,111,lesfkaj,P18_M345,lesfkaj,lesfkaj
soep-core,soep-core-2018-pb-m345-wieder,111,lesfkaka,P18_M345,lesfkaka,lesfkaka
soep-core,soep-core-2018-pb-m345-wieder,111,lesfkam,P18_M345,lesfkam,lesfkam
soep-core,soep-core-2018-pb-m345-wieder,112,lesfke,P18_M345,lesfke,lesfke
soep-core,soep-core-2018-pb-m345-wieder,112,lesfkej,P18_M345,lesfkej,lesfkej
soep-core,soep-core-2018-pb-m345-wieder,112,lesfkem,P18_M345,lesfkem,lesfkem
soep-core,soep-core-2018-pb-m345-wieder,113,lesfkdt,P18_M345,lesfkdt,lesfkdt
soep-core,soep-core-2018-pb-m345-wieder,114,lesfkniv,P18_M345,lesfkniv,lesfkniv
soep-core,soep-core-2018-pb-m345-wieder,115,lesfkhil,P18_M345,lesfkhil,lesfkhil
soep-core,soep-core-2018-pb-m345-wieder,116,lmaa1,P18_M345,lmaa1,lmaa1
soep-core,soep-core-2018-pb-m345-wieder,116,lmaa2,P18_M345,lmaa2,lmaa2
soep-core,soep-core-2018-pb-m345-wieder,116,lmaa3,P18_M345,lmaa3,lmaa3
soep-core,soep-core-2018-pb-m345-wieder,116,lmaa4,P18_M345,lmaa4,lmaa4
soep-core,soep-core-2018-pb-m345-wieder,116,lmaa5,P18_M345,lmaa5,lmaa5
soep-core,soep-core-2018-pb-m345-wieder,116,lmaa6,P18_M345,lmaa6,lmaa6
soep-core,soep-core-2018-pb-m345-wieder,116,lmaaka,P18_M345,lmaaka,lmaaka
soep-core,soep-core-2018-pb-m345-wieder,117,lpfwfbj,P18_M345,lpfwfbj,lpfwjfj
soep-core,soep-core-2018-pb-m345-wieder,117,lpfwfbm,P18_M345,lpfwfbm,lpfwjfm
soep-core,soep-core-2018-pb-m345-wieder,117,lpfwjfka,P18_M345,lpfwjfka,lpfwjfka
soep-core,soep-core-2018-pb-m345-wieder,118,lpfwfe,P18_M345,lpfwfe,lpfwfe
soep-core,soep-core-2018-pb-m345-wieder,118,lpfwfej,P18_M345,lpfwfej,lpfwfej
soep-core,soep-core-2018-pb-m345-wieder,118,lpfwfem,P18_M345,lpfwfem,lpfwfem
soep-core,soep-core-2018-pb-m345-wieder,119,lpfwfkdt,P18_M345,lpfwfkdt,lpfwfkdt
soep-core,soep-core-2018-pb-m345-wieder,12,pzuf22,P18_M345,pzuf22,pzuf22
soep-core,soep-core-2018-pb-m345-wieder,120,lpfwfkhil,P18_M345,lpfwfkhil,lpfwkhil
soep-core,soep-core-2018-pb-m345-wieder,121,lpfjfkaj,P18_M345,lpfjfkaj,lpfjfkaj
soep-core,soep-core-2018-pb-m345-wieder,121,lpfjfkaka,P18_M345,lpfjfkaka,lpfjfkaka
soep-core,soep-core-2018-pb-m345-wieder,121,lpfjfkam,P18_M345,lpfjfkam,lpfjfkam
soep-core,soep-core-2018-pb-m345-wieder,122,lpfjfke,P18_M345,lpfjfke,lpfjfke
soep-core,soep-core-2018-pb-m345-wieder,122,lpfjfkej,P18_M345,lpfjfkej,lpfjfkej
soep-core,soep-core-2018-pb-m345-wieder,122,lpfjfkem,P18_M345,lpfjfkem,lpfjfkem
soep-core,soep-core-2018-pb-m345-wieder,123,lpfjfkdt,P18_M345,lpfjfkdt,lpfjfkdt
soep-core,soep-core-2018-pb-m345-wieder,124,lpfjfkhil,P18_M345,lpfjfkhil,lpfjfkhil
soep-core,soep-core-2018-pb-m345-wieder,125,lpffkaj,P18_M345,lpffkaj,lpffkaj
soep-core,soep-core-2018-pb-m345-wieder,125,lpffkaka,P18_M345,lpffkaka,lpffkaka
soep-core,soep-core-2018-pb-m345-wieder,125,lpffkam,P18_M345,lpffkam,lpffkam
soep-core,soep-core-2018-pb-m345-wieder,126,lpffke,P18_M345,lpffke,lpffke
soep-core,soep-core-2018-pb-m345-wieder,126,lpffkej,P18_M345,lpffkej,lpffkej
soep-core,soep-core-2018-pb-m345-wieder,126,lpffkem,P18_M345,lpffkem,lpffkem
soep-core,soep-core-2018-pb-m345-wieder,127,lpffkdt,P18_M345,lpffkdt,lpffkdt
soep-core,soep-core-2018-pb-m345-wieder,128,lpffkhil,P18_M345,lpffkhil,lpffkhil
soep-core,soep-core-2018-pb-m345-wieder,129,lkomkaj,P18_M345,lkomkaj,lkomkaj
soep-core,soep-core-2018-pb-m345-wieder,129,lkomkaka,P18_M345,lkomkaka,lkomkaka
soep-core,soep-core-2018-pb-m345-wieder,129,lkomkam,P18_M345,lkomkam,lkomkam
soep-core,soep-core-2018-pb-m345-wieder,13,pzuf01,P18_M345,pzuf01,pzuf01
soep-core,soep-core-2018-pb-m345-wieder,130,lkomke,P18_M345,lkomke,lkomke
soep-core,soep-core-2018-pb-m345-wieder,130,lkomkej,P18_M345,lkomkej,lkomkej
soep-core,soep-core-2018-pb-m345-wieder,130,lkomkem,P18_M345,lkomkem,lkomkem
soep-core,soep-core-2018-pb-m345-wieder,131,lkomkdt,P18_M345,lkomkdt,lkomdt
soep-core,soep-core-2018-pb-m345-wieder,132,lkomkhil,P18_M345,lkomkhil,lkomhil
soep-core,soep-core-2018-pb-m345-wieder,133,ldspk,P18_M345,ldspk,ldspk
soep-core,soep-core-2018-pb-m345-wieder,134,ldspkaj,P18_M345,ldspkaj,ldspkaj
soep-core,soep-core-2018-pb-m345-wieder,134,ldspkam,P18_M345,ldspkam,ldspkam
soep-core,soep-core-2018-pb-m345-wieder,134,ldspkamka,P18_M345,ldspkamka,ldspkamka
soep-core,soep-core-2018-pb-m345-wieder,135,ldspke,P18_M345,ldspke,ldspke
soep-core,soep-core-2018-pb-m345-wieder,135,ldspkej,P18_M345,ldspkej,ldspkej
soep-core,soep-core-2018-pb-m345-wieder,135,ldspkem,P18_M345,ldspkem,ldspkem
soep-core,soep-core-2018-pb-m345-wieder,136,ldspkstd,P18_M345,ldspkstd,ldspkstd
soep-core,soep-core-2018-pb-m345-wieder,136,Q140ka,P18_M345,ldspkstdka,ldspkstdka
soep-core,soep-core-2018-pb-m345-wieder,137,ldsphniv,P18_M345,ldsphniv,ldsphniv
soep-core,soep-core-2018-pb-m345-wieder,138,dvor43_45,P18_M345,dvor43_45,dvor43_45
soep-core,soep-core-2018-pb-m345-wieder,139,lbmaj,P18_M345,lbmaj,lbmaj
soep-core,soep-core-2018-pb-m345-wieder,139,lbmam,P18_M345,lbmam,lbmam
soep-core,soep-core-2018-pb-m345-wieder,139,lbmano,P18_M345,lbmano,lbmano
soep-core,soep-core-2018-pb-m345-wieder,14,luntzuf,P18_M345,luntzuf,luntzuf
soep-core,soep-core-2018-pb-m345-wieder,140,lbamfaj,P18_M345,lbamfaj,lbamfaj
soep-core,soep-core-2018-pb-m345-wieder,140,lbamfaka,P18_M345,lbamfaka,lbamfaka
soep-core,soep-core-2018-pb-m345-wieder,140,lbamfam,P18_M345,lbamfam,lbamfam
soep-core,soep-core-2018-pb-m345-wieder,141,lbamfaaka,P18_M345,lbamfaaka,lbamfaaka
soep-core,soep-core-2018-pb-m345-wieder,142,lbamfa1,P18_M345,lbamfa1,lbamfa1
soep-core,soep-core-2018-pb-m345-wieder,143,lbamfa1j,P18_M345,lbamfa1j,lbamfa1j
soep-core,soep-core-2018-pb-m345-wieder,143,lbamfa1ka,P18_M345,lbamfa1ka,lbamfa1ka
soep-core,soep-core-2018-pb-m345-wieder,143,lbamfa1m,P18_M345,lbamfa1m,lbamfa1m
soep-core,soep-core-2018-pb-m345-wieder,144,lbamfaa,P18_M345,lbamfaa,lbamfaa
soep-core,soep-core-2018-pb-m345-wieder,146,lbamfent,P18_M345,lbamfent,lbamfent
soep-core,soep-core-2018-pb-m345-wieder,147,lbamfa1vj,P18_M345,lbamfa1vj,lbamfa1vj
soep-core,soep-core-2018-pb-m345-wieder,148,lmfentj,P18_M345,lmfentj,lmfentj
soep-core,soep-core-2018-pb-m345-wieder,148,lmfentka,P18_M345,lmfentka,lmfentka
soep-core,soep-core-2018-pb-m345-wieder,148,lmfentm,P18_M345,lmfentm,lmfentm
soep-core,soep-core-2018-pb-m345-wieder,149,lmfaner,P18_M345,lmfaner,lmfaner
soep-core,soep-core-2018-pb-m345-wieder,15,prisk,P18_M345,prisk,prisk
soep-core,soep-core-2018-pb-m345-wieder,150,lmfkl,P18_M345,lmfkl,lmfkl
soep-core,soep-core-2018-pb-m345-wieder,151,lmfklerfvj,P18_M345,lmfklerfvj,lmfklerfvj
soep-core,soep-core-2018-pb-m345-wieder,152,lmfklerf,P18_M345,lmfklerf,lmfklerf
soep-core,soep-core-2018-pb-m345-wieder,153,laht,P18_M345,laht,laht
soep-core,soep-core-2018-pb-m345-wieder,154,lahtgj,P18_M345,lahtgj,lahtgj
soep-core,soep-core-2018-pb-m345-wieder,154,lahtgka,P18_M345,lahtgka,lahtgka
soep-core,soep-core-2018-pb-m345-wieder,154,lahtgm,P18_M345,lahtgm,lahtgm
soep-core,soep-core-2018-pb-m345-wieder,155,lduntb,P18_M345,lduntb,lduntb
soep-core,soep-core-2018-pb-m345-wieder,157,lberat1,P18_M345,lberat1,lberat1
soep-core,soep-core-2018-pb-m345-wieder,158,lberat6,P18_M345,lberat6,lberat6
soep-core,soep-core-2018-pb-m345-wieder,159,lberat2,P18_M345,lberat2,lberat2
soep-core,soep-core-2018-pb-m345-wieder,160,lmbebhil,P18_M345,lmbebhil,lmbebhil
soep-core,soep-core-2018-pb-m345-wieder,161,lberatso,P18_M345,lberatso,lberatso
soep-core,soep-core-2018-pb-m345-wieder,162,lberat4,P18_M345,lberat4,lberat4
soep-core,soep-core-2018-pb-m345-wieder,163,perfbeh1,P18_M345,perfbeh1,perfbeh1
soep-core,soep-core-2018-pb-m345-wieder,164,perfbeh2,P18_M345,perfbeh2,perfbeh2
soep-core,soep-core-2018-pb-m345-wieder,166,perfbeh3,P18_M345,perfbeh3,perfbeh3
soep-core,soep-core-2018-pb-m345-wieder,167,perfbeh4,P18_M345,perfbeh4,perfbeh4
soep-core,soep-core-2018-pb-m345-wieder,168,perfbeh5,P18_M345,perfbeh5,perfbeh5
soep-core,soep-core-2018-pb-m345-wieder,169,perfbeh6,P18_M345,perfbeh6,perfbeh6
soep-core,soep-core-2018-pb-m345-wieder,17,pbez01,P18_M345,pbez01,pbez01
soep-core,soep-core-2018-pb-m345-wieder,170,perfbeh7,P18_M345,perfbeh7,perfbeh7
soep-core,soep-core-2018-pb-m345-wieder,171,perfbeh8,P18_M345,perfbeh8,perfbeh8
soep-core,soep-core-2018-pb-m345-wieder,172,perfbeh9,P18_M345,perfbeh9,perfbeh9
soep-core,soep-core-2018-pb-m345-wieder,173,perfbeh10,P18_M345,perfbeh10,perfbeh10
soep-core,soep-core-2018-pb-m345-wieder,174,perfbeh11,P18_M345,perfbeh11,perfbeh11
soep-core,soep-core-2018-pb-m345-wieder,175,perfbeh12,P18_M345,perfbeh12,perfbeh12
soep-core,soep-core-2018-pb-m345-wieder,177,pverin1,P18_M345,pverin1,pverin1
soep-core,soep-core-2018-pb-m345-wieder,178,pverin2,P18_M345,pverin2,pverin2
soep-core,soep-core-2018-pb-m345-wieder,179,pverin3,P18_M345,pverin3,pverin3
soep-core,soep-core-2018-pb-m345-wieder,18,pbez02,P18_M345,pbez02,pbez02
soep-core,soep-core-2018-pb-m345-wieder,180,pverin4,P18_M345,pverin4,pverin4
soep-core,soep-core-2018-pb-m345-wieder,181,p7tag,P18_M345,p7tag,p7tag
soep-core,soep-core-2018-pb-m345-wieder,182,perz,P18_M345,perz,perz
soep-core,soep-core-2018-pb-m345-wieder,183,palo,P18_M345,palo,palo
soep-core,soep-core-2018-pb-m345-wieder,184,psuchaus,P18_M345,psuchaus,psuchaus
soep-core,soep-core-2018-pb-m345-wieder,185,paus1,P18_M345,paus1,paus1
soep-core,soep-core-2018-pb-m345-wieder,186,paus,P18_M345,paus,paus
soep-core,soep-core-2018-pb-m345-wieder,187,paus2,P18_M345,paus2,paus2
soep-core,soep-core-2018-pb-m345-wieder,188,paus3,P18_M345,paus3,paus3
soep-core,soep-core-2018-pb-m345-wieder,189,paus5,P18_M345,paus5,paus5
soep-core,soep-core-2018-pb-m345-wieder,19,pbez03,P18_M345,pbez03,pbez03
